P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
CAOV	CAHE	FAPE	7.018244285858104	1.1306511282782594e-12	0.9875175852137194	1096888314.28125	18014890.15625	5718855.46875	1231725.40625	180808.9375	10461356.59375	1001650.78125	254272.4375	19203476.46875	103435604.28125	4541803.0625	445595.6875	632966.9375	1029738.6875	66349.8125
CAOV	CAHE	FAPU	6.14983683962195	3.893498856655242e-10	0.9888071051436103	1099707884.15625	18220012.78125	5702529.46875	1247169.65625	179892.9375	10384774.78125	1042945.59375	248898.9375	19084587.78125	104018697.46875	4478157.8125	423714.8125	646342.3125	1038680.4375	64051.0625
CAOV	CAHE	FAVI	5.996597819444764	1.0110718928757478e-09	0.9892014866559277	352209333.0625	5205966.375	1908567.375	375840.0625	47930.125	3192097.4375	312783.25	69265.375	6089124.0	32919855.3125	1367120.0	136299.625	203309.75	318328.625	19172.625
CAOV	CAHE	FDEN	7.480923056341634	3.7192471324942744e-14	0.9860383502908233	973114353.125	16694767.9375	5244943.6875	1060395.125	156165.125	8622746.25	834576.9375	206652.25	16782935.3125	90436672.875	4007310.0	386213.875	561155.875	854955.375	56389.25
CAOV	CAHE	PALT	5.258374958652331	7.28130623572909e-08	0.9932011668462758	1030579763.078125	21900069.234375	5184298.359375	1087850.609375	211950.96875	9588046.671875	923898.046875	281832.96875	24874754.421875	90018863.046875	5552629.21875	489879.46875	551855.96875	874093.09375	75887.84375
CAOV	CAHE	PCOR	7.058384070357376	8.47877323906232e-13	0.9910964175063691	1038038247.5625	21584485.6875	5293199.625	1112750.5	203915.375	9693464.5	893134.875	262780.625	25339503.4375	90061706.6875	5579112.625	505236.625	538785.5	874413.0	73332.375
CAOV	CAHE	PEEX	6.949936539303327	1.8387513733841843e-12	0.9911777145344172	984658312.328125	20284729.671875	5134503.609375	1018578.921875	169382.96875	9293964.921875	811990.609375	250442.71875	24022045.671875	85555062.984375	5317088.59375	495503.21875	528128.96875	847440.34375	71478.46875
CAOV	CAHE	PEIN	7.397672750861231	6.983302824892235e-14	0.9905379516728833	345771001.140625	6962655.296875	1746547.296875	372487.921875	72464.59375	3169801.984375	295796.484375	90167.09375	8324267.359375	30014670.609375	1811556.09375	159680.96875	180338.21875	290502.59375	25151.34375
CAOV	CAHE	PESE	5.988682040889108	1.0615011092340865e-09	0.9919924537209476	331328268.046875	7201657.265625	1750501.203125	370617.953125	63836.78125	3188673.890625	308030.140625	89487.40625	8061546.078125	28850073.953125	1819773.40625	160118.28125	184698.40625	290792.65625	23864.53125
CAOV	CAHE	PINF	5.111203457296541	1.603380124226561e-07	0.99373682779207	1022213097.109375	22487311.015625	5512694.328125	989137.515625	183475.78125	9943448.390625	837256.828125	282893.90625	24935178.390625	88441446.328125	5563778.65625	534650.03125	558705.65625	880104.15625	78333.90625
CAOV	CAHE	PINT	5.175719422223155	1.1372911157270238e-07	0.9933500438248722	1021807149.21875	22498272.46875	5102468.03125	1075248.34375	227912.1875	9700989.53125	914738.96875	330139.8125	24891136.78125	88957042.71875	5629507.3125	495001.4375	538760.3125	883529.6875	78480.1875
CAOV	CAHE	PREI	6.211218679057452	2.6396007601903193e-10	0.9921742598108817	349782995.25	7144186.1875	1806844.6875	367547.75	68729.625	3220272.25	303015.1875	87464.875	8484675.4375	30345507.0	1862337.125	163114.375	187238.125	296825.5	24386.625
CAOV	CAHE	PSCH	7.725953123372067	5.551115123125783e-15	0.9899148804171681	1007036983.546875	21807404.703125	4979583.640625	1131099.203125	227248.65625	9377192.953125	889896.515625	270247.28125	24565384.703125	87622679.765625	5475740.53125	479077.40625	536149.28125	883157.28125	76410.53125
CAPU	CAHE	CAPY	5.231557257545385	8.420895702965225e-08	0.9812206096712539	1148758812.78125	19681692.96875	6632524.90625	1476965.40625	241211.4375	5266799.71875	1286787.46875	181725.5625	11223559.03125	116731889.65625	3804922.5625	205042.3125	771700.1875	746203.1875	47103.8125
CAPU	CAHE	CASE	9.420036776948383	0.0	0.21987194541949964	399411599.75	1990607.9375	1896731.25	898043.5625	43185.75	1797253.5	488430.0625	24688.75	603875.875	44346819.0625	283107.375	25031.625	260372.625	313410.625	6396.25
CAHE	CATH	CAPU	13.843552343692556	0.0	0.4176827472266542	1253536452.5	4768767.1875	4585173.875	2200658.1875	73452.75	6968953.1875	1435812.5	72910.375	1984418.6875	140137237.625	800137.0	82574.25	712512.5	1010967.5	15184.875
CAHE	CAPU	CPAR	6.426936025938095	6.54079013173714e-11	0.9770150031198359	883792466.40625	12416255.46875	3449621.28125	903380.53125	97455.8125	5589288.96875	724242.84375	108894.0625	8338784.15625	87177432.03125	2668721.6875	146298.4375	474021.4375	611631.0625	30689.8125
CAPU	CAHE	CSEL	4.889349125356785	5.065663301051515e-07	0.2555366301853482	1225957506.390625	5288765.796875	6519611.796875	2237743.421875	108995.34375	5470807.859375	1704265.484375	69340.71875	1887381.484375	136025109.109375	855674.96875	71506.21875	879990.46875	915561.71875	16971.21875
CAPU	CAHE	FADE	5.458007732771212	2.4132714049329707e-08	0.9898411209827128	1133337433.484375	20863585.015625	6885270.203125	1210029.515625	225644.03125	5353882.953125	1030685.515625	185299.28125	18505257.828125	106219057.140625	4657572.53125	308053.53125	717578.15625	662351.40625	52633.40625
CAPU	CAHE	FAIM	4.798361196193399	8.008767263811833e-07	0.9912885714728146	1155688698.53125	20439169.65625	7208113.46875	1220216.03125	217321.5625	5661620.59375	1061044.28125	198980.6875	19173473.96875	108551502.15625	4761900.4375	329660.6875	749142.0625	701336.6875	57300.1875
CAPU	CAHE	PEPA	10.841317419893844	0.0	0.9804446984648391	1190547968.109375	24267620.515625	6946005.640625	1426300.453125	284426.78125	6085972.765625	1052572.703125	211385.90625	19790171.328125	111841537.890625	5156634.65625	339086.65625	732362.15625	739047.78125	59342.65625
CAPU	CAHE	PALT	6.69000331859652	1.1219691842256907e-11	0.9917476256871443	1091153806.484375	23560870.703125	6221331.890625	1085920.765625	253498.40625	5395436.015625	879816.015625	198044.78125	25648917.453125	94765141.078125	5802127.78125	385885.65625	625385.78125	611122.65625	58417.53125
CAHE	CAPU	PAXI	6.616186738998953	1.8526291611919987e-11	0.9920953580769808	1057245463.234375	24228323.703125	5108635.953125	972201.078125	193689.03125	6721366.765625	779739.640625	178904.65625	24935179.015625	91260211.015625	5760291.78125	382062.03125	534549.40625	645925.90625	56935.78125
CAPU	CAHE	PBON	4.601018447394404	2.1043315823199293e-06	0.9943840539903166	1095121549.765625	23371334.171875	6436768.421875	1039749.296875	244646.59375	5375128.671875	898861.546875	207581.59375	25845065.046875	94966421.921875	5815839.84375	408878.84375	628058.09375	602266.59375	59109.59375
CAPU	CAHE	PEIN	5.623419749832684	9.386151855750313e-09	0.9930538921377173	365650392.390625	7434846.234375	2103011.296875	352513.984375	81199.84375	1781392.546875	295080.359375	60180.21875	8506108.171875	31564233.609375	1887206.09375	121968.09375	205749.34375	198594.96875	18814.84375
CAHE	CAPU	PINF	10.087317217710625	0.0	0.9877918414199236	1083072659.40625	23252451.40625	5181720.59375	1086601.15625	197657.9375	6762162.03125	783729.34375	182849.8125	25289825.28125	93164595.96875	5713275.6875	381769.4375	550886.4375	662795.9375	59762.5625
CAPU	CAHE	PINT	8.532856287951232	0.0	0.9894985199781425	1079542988.359375	24089903.390625	6241303.578125	1106050.015625	264048.15625	5415402.078125	844350.390625	215856.78125	25502911.953125	93540871.390625	5855210.40625	388201.53125	605359.03125	604612.90625	63578.03125
CAPU	CAHE	PSCH	8.666416093801873	0.0	0.989085695425135	1066527376.578125	23527649.734375	6038297.921875	1127640.546875	256054.96875	5288470.421875	859398.046875	205087.71875	25168305.484375	92378120.734375	5717530.46875	363259.84375	602533.71875	606009.46875	61133.34375
CAHE	CASE	CAPY	5.447489505128512	2.5603215769720578e-08	0.9819284946690994	372941972.46875	6298986.15625	1760417.21875	440866.59375	59299.0625	1892688.46875	378583.71875	61526.4375	3762769.40625	38140774.28125	1249406.4375	70641.9375	219524.5625	242193.6875	14854.5625
CAHE	CAPY	CPAR	9.57248186301279	0.0	0.09297449969311171	839052293.953125	7086192.609375	8671807.921875	5557476.546875	239155.46875	11152177.921875	1696504.421875	181022.09375	2092272.734375	81329492.109375	1082133.34375	242639.21875	1074011.84375	1954161.71875	61133.09375
CAPY	CAHE	FABR	7.684972704170083	7.771561172376096e-15	0.9497535785174905	1023922268.328125	14719983.296875	12817843.796875	3051165.234375	416377.34375	15341898.671875	2655245.359375	407378.59375	10138889.109375	93570101.921875	2786643.59375	672320.09375	1629425.59375	1876170.59375	120709.46875
CAPY	CAHE	FADE	8.23821642377752	1.1102230246251565e-16	0.94655373549116	1064081443.875	17356829.25	13165155.25	3285227.0	449004.625	16255421.4375	2845859.3125	481288.875	10627228.6875	97547352.6875	3118992.25	693105.75	1674995.375	1976801.0	130820.625
CAPY	CAHE	FAFR	8.131033908550684	2.220446049250313e-16	0.9488764205835544	1068238248.1875	14592867.1875	13512682.125	3201857.25	396221.25	16626016.5	2773316.75	410213.875	10727219.4375	97711807.1875	2919242.0	720975.0	1712238.75	1983521.375	124184.125
CAPY	CAHE	FAIM	7.047622187671112	9.160450176182167e-13	0.954765554895062	1079961536.90625	16960455.59375	13676604.65625	3299390.65625	438565.1875	16512380.90625	2919660.53125	489676.8125	10934642.09375	99141229.84375	3169949.3125	740610.4375	1743139.8125	2026586.6875	138401.5625
CAPY	CAHE	FAPA	8.80463758892232	0.0	0.9455851790594001	1101076059.359375	16373760.390625	13702970.828125	3364102.640625	442195.53125	16798252.703125	2889927.765625	455356.28125	11129828.703125	100886420.265625	3192557.53125	743595.65625	1760258.03125	2051836.53125	135358.78125
CAPY	CAHE	FAPE	9.269731894267366	0.0	0.9435426690494672	1090202599.109375	15623138.453125	13668350.578125	3259809.953125	423282.90625	16816820.578125	2769895.578125	458878.03125	10957585.453125	99720452.703125	3072934.28125	740587.78125	1730607.28125	2023338.15625	129099.15625
CAPY	CAHE	FAPU	8.522975087957077	0.0	0.9471428302052269	1091053554.171875	16145582.515625	13616490.828125	3281663.078125	426158.90625	16732945.453125	2827727.828125	433625.28125	10961752.390625	100064669.015625	3050897.40625	733940.40625	1729338.40625	2039622.28125	126097.03125
CAPY	CAHE	FAVI	8.666914331010785	0.0	0.9459117089019944	350129871.6875	4615261.4375	4405875.9375	1022596.5625	124307.625	5366772.3125	874147.0625	126222.5	3470274.9375	31876855.9375	930570.25	236336.375	545173.375	640689.25	41564.75
CAPY	CAHE	FDEN	9.932179756968903	0.0	0.9369301088970206	968208128.484375	14836253.953125	12235333.453125	2872412.203125	386702.90625	14813891.828125	2383324.828125	376563.40625	9648926.203125	87012421.453125	2744877.65625	650007.78125	1508103.28125	1784854.53125	118629.03125
CAPY	CAHE	PEPA	9.622463434493485	0.0	0.9411589953029642	1126532804.15625	20372452.59375	13833056.90625	3533342.15625	515625.1875	17499941.34375	3004348.71875	553564.1875	11465572.90625	103693482.40625	3485632.4375	746710.9375	1772023.8125	2138797.6875	143751.5625
CAPY	CAHE	PALT	5.056546606489611	2.1381485737492767e-07	0.9827777777144844	1033859676.203125	19998356.484375	12926690.671875	2787270.046875	503654.34375	15828907.546875	2532175.046875	558041.46875	17089047.734375	88022152.734375	4212226.09375	892264.09375	1545502.34375	1778478.46875	164051.71875
CAPY	CAHE	PEEX	5.871849051271114	2.161860690463868e-09	0.9801991221616835	983433367.25	18411446.6875	12495802.375	2582131.6875	471407.75	15568465.3125	2298659.125	496790.375	16331347.9375	83110258.125	3976183.25	884028.875	1444881.125	1697676.875	158681.25
CAPY	CAHE	PEIN	5.300737307690549	5.77882898200599e-08	0.9819704523373791	344301636.609375	6327684.328125	4257263.015625	918348.640625	162139.90625	5393496.765625	829867.890625	176370.15625	5648928.453125	29145606.703125	1363379.90625	298878.90625	503641.53125	591357.28125	52208.90625
CAPY	CAHE	PESE	5.24017974079214	8.036880305706262e-08	0.9817215748567185	329599098.15625	6642332.21875	4184440.46875	901798.71875	172833.6875	5148692.71875	815125.21875	179891.4375	5470298.96875	27964503.96875	1368895.6875	291734.1875	494523.9375	568077.6875	55095.9375
CAPY	CAHE	PINT	6.057907949035643	6.920858330872193e-10	0.9794801298568251	1018616232.625	20717412.0625	12639590.375	2766299.3125	532766.625	15811293.25	2463662.9375	581195.625	16909481.25	86427835.6875	4257680.125	901606.0	1496633.875	1744616.625	165366.625
CAPY	CAHE	PSCH	6.393594271634415	8.139000584606038e-11	0.9783023965969846	1007065264.71875	19806648.96875	12427477.65625	2758043.46875	527151.6875	15464823.15625	2439764.71875	552073.1875	16790329.53125	85411897.09375	4118865.6875	878165.4375	1474014.3125	1732570.3125	159122.0625
CASE	CAHE	CATH	11.317352056023278	0.0	0.6307082081066835	395565756.28125	1576362.15625	1783774.28125	673394.96875	25462.0625	1972709.09375	527182.03125	20347.9375	776897.03125	44245841.34375	282377.1875	37050.5625	254328.8125	294271.5625	5384.6875
CAHE	CATH	CPAR	4.699690724189308	1.3042889523973145e-06	0.9845806380401947	874683529.203125	12486926.171875	3937268.921875	818576.109375	96497.09375	4965441.109375	692054.046875	105850.96875	8770933.921875	86809815.484375	2720641.71875	150306.59375	482137.59375	563940.59375	28868.46875
CAHE	CATH	PAXI	4.713920471590027	1.2164081075738409e-06	0.9946616469020089	1051489699.59375	24892098.21875	4938323.15625	869131.21875	179520.3125	6234526.46875	737695.40625	182790.0625	25227300.96875	91102937.53125	5845938.1875	373641.8125	510551.8125	610980.1875	54114.0625
CAHE	CATH	PINF	4.878633858560569	5.34864284973402e-07	0.9945380588578657	1081870965.421875	23665278.328125	4929261.390625	884825.203125	172822.15625	6477384.703125	747718.015625	181720.28125	25712892.953125	93632607.015625	5823443.03125	372503.78125	527001.65625	635095.15625	56114.90625
CPAR	CAHE	FABR	8.202571434725607	1.1102230246251565e-16	0.9364483966638555	814298671.84375	10976551.34375	10594838.65625	2336317.09375	311079.5625	10181256.21875	1970939.78125	259909.3125	7354863.71875	72531655.90625	2032850.4375	451869.5625	1271456.8125	1390794.1875	92781.5625
CPAR	CAHE	FADE	10.698488027681664	0.0	0.9198692909250676	812652563.53125	13133704.40625	10245337.96875	2443488.15625	351950.1875	10233678.84375	1963788.65625	295747.3125	7470551.84375	72174847.03125	2230900.9375	433671.8125	1214108.0625	1404461.1875	87482.0625
CPAR	CAHE	FAFR	8.457506750790872	0.0	0.9363432634486266	830994646.671875	11261801.640625	10647423.390625	2399334.515625	301422.03125	10459306.515625	2017802.390625	266751.78125	7629856.265625	73639172.640625	2138172.78125	456264.40625	1276082.65625	1421597.65625	92253.65625
CPAR	CAHE	FAIM	10.946683665775915	0.0	0.9195390280438338	824776230.234375	12868323.140625	10532895.890625	2492349.078125	340059.15625	10516857.890625	1996971.703125	281948.53125	7658335.453125	73304729.015625	2276511.65625	449522.53125	1268603.15625	1427956.28125	97682.28125
CPAR	CAHE	FAPA	9.25149441702881	0.0	0.9313339496073612	842199187.9375	12397217.1875	10708805.1875	2505028.5625	329819.625	10652532.875	2080499.5	278187.75	7838488.0	74825572.625	2304645.0	470733.0	1301960.25	1442215.5	91170.0
CPAR	CAHE	FAPE	10.18184066273954	0.0	0.9259832012519017	835665401.984375	11808327.578125	10683348.015625	2466338.015625	334936.90625	10556695.140625	2005573.890625	285123.15625	7769938.828125	74285196.953125	2215594.15625	464912.28125	1279250.40625	1428634.90625	92045.78125
CPAR	CAHE	FAPU	10.385203479017282	0.0	0.9238838281848966	840101219.921875	11992565.453125	10596933.765625	2480882.203125	327339.40625	10613541.015625	2010235.328125	277209.53125	7722858.890625	74862339.953125	2210351.28125	463341.40625	1274645.03125	1451716.90625	92727.90625
CPAR	CAHE	FAVI	7.812732793741626	2.886579864025407e-15	0.9407780669576703	277709094.5	3513922.1875	3612179.3125	784022.625	95060.375	3488117.125	667212.5625	82631.375	2522814.6875	24610192.75	687327.375	151962.375	421626.125	470869.25	29990.375
CPAR	CAHE	FDEN	5.645608600274338	8.252672434316821e-09	0.9564593165251722	808202803.15625	11369183.96875	10675674.53125	2227740.40625	291807.1875	10024766.21875	1977433.09375	265902.8125	7475940.28125	71464338.53125	2133605.5625	445125.3125	1266554.6875	1359501.9375	91276.3125
CPAR	CAHE	PEPA	14.768609751297367	0.0	0.8967753432750066	839726136.625	15008638.25	10366699.625	2675614.5	396076.75	10662020.375	1997037.0	316279.75	7892252.25	74800397.375	2412840.25	465631.375	1259461.375	1470901.375	97936.125
CPAR	CAHE	PALT	10.430852696344877	0.0	0.9593854192809614	776008064.125	15340459.0625	9647255.9375	2147121.75	395886.625	9916357.8125	1702962.0	333392.5	12194770.125	63791179.4375	3018088.0	611120.5	1091074.75	1224773.125	106760.25
CPAR	CAHE	PBON	9.009924815127919	0.0	0.9651902241446918	777452648.65625	14957051.03125	9847509.34375	2075914.40625	386462.5625	9923530.84375	1695539.78125	334654.9375	12242400.84375	63973046.78125	3000329.1875	623437.8125	1098898.9375	1221506.5625	109433.3125
CPAR	CAHE	PCOR	7.3661276379186305	8.848477506262498e-14	0.9715212689874381	788069638.859375	15037191.015625	9765940.140625	2046333.703125	382845.03125	10009512.765625	1734346.453125	343171.90625	12377455.828125	64721882.640625	3047145.40625	623235.40625	1094689.15625	1220980.53125	110804.15625
CPAR	CAHE	PEEX	5.761859686561909	4.1721773813563345e-09	0.9767739758904029	739411026.40625	13488386.78125	9306683.03125	1899949.59375	337684.4375	9452440.46875	1662617.15625	311492.1875	11643668.90625	60759656.59375	2856124.8125	581872.4375	1043126.5625	1142120.1875	102773.4375
CPAR	CAHE	PEIN	9.916810563004017	0.0	0.9616863857629022	259555871.75	4915506.0625	3198368.875	703150.4375	125866.875	3326139.4375	563229.875	111792.375	4075289.5625	21279697.75	1004617.125	204230.625	362871.0	405293.625	35804.625
CPAR	CAHE	PESE	7.707510485689929	6.439293542825908e-15	0.9687521462215007	245310774.5625	4842813.3125	3083286.1875	664409.5625	122890.625	3147020.0625	557374.6875	111275.875	3875691.0625	20150006.4375	964266.375	192387.875	346277.625	379602.625	35444.125
CPAR	CAHE	PINT	10.842746052293531	0.0	0.9580155292188528	767275021.578125	15576382.421875	9460061.171875	2123365.109375	389890.21875	9795513.296875	1665485.609375	345375.84375	12113531.359375	63092492.921875	3062483.96875	612874.09375	1070429.71875	1199477.34375	107992.34375
CPAR	CAHE	PREI	8.187916084509483	1.1102230246251565e-16	0.9684755732335837	263333053.0	4910842.5625	3282522.6875	692146.25	118154.25	3377505.5	576288.6875	111037.5	4135599.0625	21565654.25	1007188.375	208838.25	368264.375	409364.75	36205.5
CPAR	CAHE	PSCH	10.552451337008042	0.0	0.9588765943642464	763815721.4375	15164942.125	9430060.375	2122498.1875	392391.625	9796111.5625	1676215.75	344383.375	12082206.625	62771223.8125	3014676.25	606035.5	1053702.625	1208199.25	108151.5
CAHE	CSEL	PAXI	5.31229413036854	5.424091498174022e-08	0.9938029422213748	1046511359.921875	24001137.265625	5116752.953125	902546.828125	181252.03125	6269044.890625	752276.640625	191787.28125	24850640.703125	90377335.828125	5738438.53125	409562.53125	521675.65625	615743.28125	59221.65625
CAHE	CSEL	PINF	4.703827573023093	1.2781310247955702e-06	0.9946451844512486	1073634645.625	23524149.875	5006853.6875	888022.6875	177097.375	6491869.6875	755385.4375	182710.625	25392462.25	92513430.0	5743079.75	403104.5	526601.0	641046.75	60725.75
CAHE	FABR	PALT	8.548854940591662	0.0	0.9330587886204299	977566120.421875	17865633.453125	12687404.953125	3644712.140625	471794.53125	18292990.953125	3167034.140625	649637.03125	9825139.765625	81829631.953125	2965685.40625	756148.65625	1507653.78125	2227968.28125	147959.53125
CAHE	FABR	PAXI	13.730716855820965	0.0	0.9016400094220504	945142657.265625	18620004.359375	12327083.609375	3540216.046875	482006.71875	18251101.171875	2806147.734375	600889.46875	9535157.734375	78381544.171875	2971005.46875	743959.21875	1442150.21875	2162845.59375	146049.21875
CAHE	FABR	PBON	10.5738301422515	0.0	0.9189043810804164	979880691.1875	17443575.1875	12880860.5625	3724433.4375	466692.375	18625851.75	3134421.0	647796.375	9819924.125	82012472.625	2926968.625	778326.625	1547138.625	2273920.5	152654.0
CAHE	FABR	PCOR	10.907081883341288	0.0	0.918086231462084	987113254.75	17589515.375	12841249.625	3675260.625	471071.125	18665159.0	3071658.625	632709.75	9836805.625	82219795.125	2945641.625	755439.75	1499740.625	2251787.25	150689.125
CAHE	FABR	PEEX	10.3497613977438	0.0	0.9191067422302153	934092712.5	16024123.6875	12087461.0625	3481703.25	425601.75	17766036.0	2923514.0625	584628.0	9265642.6875	77627744.75	2783700.625	750530.25	1437981.625	2127810.25	133178.5
CAHE	FABR	PEIN	7.558444152123302	2.0650148258027912e-14	0.940213618327443	328889728.9375	5660602.4375	4315591.125	1202417.125	150088.375	6127849.3125	1061472.1875	207893.625	3278002.875	27313753.125	962044.625	249464.25	513541.875	743945.0	49142.125
CAHE	FABR	PESE	8.349550635300286	0.0	0.9324887459580399	312343312.8125	5882743.375	4089521.0	1179400.8125	150742.75	5893691.25	1026175.3125	217269.0	3142578.8125	26050174.75	959672.5	249810.125	488593.625	718826.875	47226.0
CAHE	FABR	PINF	13.6224331199084	0.0	0.9026423021478561	973244091.484375	17969974.765625	12832620.828125	3632264.390625	458230.28125	18779277.578125	2893672.890625	590966.03125	9741451.203125	80613050.765625	2952566.78125	747868.40625	1472467.53125	2251319.28125	143304.78125
CAHE	FABR	PINT	7.900439505764191	1.3322676295501878e-15	0.9379089152779979	965663228.75	18310117.9375	12752111.875	3566617.8125	486271.875	18050923.1875	3128174.75	658759.125	9751020.1875	80445151.0	3009134.375	752464.25	1516196.625	2201664.0	156477.25
CAHE	FABR	PREI	10.542976729496454	0.0	0.9212899144864708	330826796.1875	5658050.8125	4375013.0625	1230681.5625	157158.625	6200958.5625	1035258.3125	197312.125	3322658.5625	27502858.5625	980484.125	258503.375	511790.875	749119.875	50128.375
CAHE	FABR	PSCH	7.064245810253879	8.129052986305396e-13	0.9430909454149126	960337804.390625	17927617.984375	12655880.046875	3579261.734375	485249.84375	17960170.421875	3184469.484375	644850.21875	9726925.671875	80098935.609375	2949127.84375	757155.96875	1509829.21875	2171200.09375	148035.46875
CAHE	FADE	PALT	8.602293058699424	0.0	0.9338055959029845	1018111156.6875	18490682.8125	14972348.375	3882313.375	560982.0	19014573.5	3385712.625	673010.125	10391267.9375	85565017.3125	3108760.75	849404.25	1722768.25	2305099.875	159711.125
CAHE	FADE	PAXI	9.254318765661576	0.0	0.9334745910011437	982197309.328125	19894795.046875	14848393.359375	3578077.796875	554139.71875	18842033.859375	3067000.046875	660055.46875	10238366.609375	81719656.171875	3164205.84375	864948.34375	1667721.59375	2206982.84375	164908.96875
CAHE	FADE	PBON	9.980146590468996	0.0	0.9246941124436269	1019653737.375	18151041.9375	15157505.0625	3952273.5	566041.875	19438799.625	3375603.5625	673282.5	10456634.1875	85517407.75	3066465.75	854599.0	1736351.0	2348946.5	167140.375
CAHE	FADE	PCOR	9.901057767231489	0.0	0.9268448500951968	1016722160.171875	18030911.703125	15166398.453125	3838261.515625	550884.65625	19230564.453125	3274085.140625	649551.78125	10421961.515625	84915291.078125	3053077.28125	846609.15625	1711213.90625	2302267.78125	163843.40625
CAHE	FADE	PEEX	8.299213706693942	0.0	0.9357625002434812	974638889.5625	16818270.0625	14617901.6875	3659330.9375	502667.25	18568001.5	3193713.125	623910.0	9976475.375	81316469.875	2940124.875	839095.125	1666735.5	2202124.875	149168.25
CAHE	FADE	PEIN	8.07098385407984	3.3306690738754696e-16	0.9369506042045211	339589474.0625	5768351.0	5075795.1875	1282735.0	181953.25	6373277.375	1127645.8125	215264.0	3432361.125	28342469.5625	998485.25	280959.0	583956.625	770558.75	52367.0
CAHE	FADE	PESE	9.48656629145058	0.0	0.9266177328866256	325025823.75	6018855.5	4898782.25	1266111.5	177868.25	6146972.375	1086672.75	217212.125	3352494.375	27202621.75	1001841.875	273874.0	559279.5	746487.875	52281.125
CAHE	FADE	PINF	9.905509926049385	0.0	0.9279611351565765	1003728258.171875	18550058.578125	15099762.140625	3680662.953125	528625.90625	19283541.953125	3128065.265625	612463.03125	10246294.828125	83352813.890625	3070412.78125	853867.40625	1683170.03125	2272332.53125	160822.53125
CAHE	FADE	PINT	6.967034346363435	1.6288081994275672e-12	0.9457581579301322	1004817951.125	19114240.1875	15103920.375	3791212.3125	572357.25	18996118.9375	3389597.625	687377.375	10392132.0625	83975042.875	3148722.5	844290.5	1715548.75	2276978.25	166759.875
CAHE	FADE	PREI	7.968933054864842	8.881784197001252e-16	0.9396793264813316	342806924.625	5862974.875	5126137.5	1274493.5	180466.25	6410568.5	1121637.0	208917.75	3502845.375	28563481.875	1016780.75	287874.75	582699.0	767230.5	54845.75
CAHE	FADE	PSCH	8.023316741288594	4.440892098500626e-16	0.9369973404926072	994130736.125	18406911.625	14829558.3125	3845892.1875	571456.75	18642257.625	3383432.75	666142.625	10261289.4375	83186154.1875	3065548.875	826163.0	1709122.875	2246178.625	162944.0
CAHE	FAFR	PALT	8.966850153834832	0.0	0.9302031142919048	1025146695.234375	18660814.265625	12409290.203125	3920523.515625	507253.53125	19560396.890625	3401681.953125	683837.15625	10316432.265625	85952524.078125	3135298.90625	780719.40625	1557847.53125	2346078.28125	162799.78125
CAHE	FAFR	PAXI	13.05310291487319	0.0	0.9071104605850933	986431713.703125	19592961.046875	12069941.546875	3707353.609375	481470.84375	19471500.671875	2989628.359375	645366.21875	9998556.234375	81920185.046875	3127982.71875	767426.09375	1484419.84375	2267547.71875	159205.34375
CAHE	FAFR	PBON	10.530989626968749	0.0	0.9203173786081772	1024622702.46875	18452573.78125	12622673.21875	3948728.96875	506427.8125	19930018.09375	3342655.84375	680636.3125	10342671.90625	85698794.03125	3086154.0625	782406.8125	1573989.4375	2385523.1875	166478.0625
CAHE	FAFR	PCOR	10.886464116933704	0.0	0.9189444983442722	1024920873.90625	18295714.84375	12597300.90625	3900906.78125	499155.8125	19783958.09375	3279339.34375	663579.8125	10326189.53125	85512208.53125	3097224.4375	779493.0625	1553087.3125	2348408.1875	161807.4375
CAHE	FAFR	PEEX	9.665529240900787	0.0	0.9242536030327189	979627494.625	16956912.5	11795520.6875	3703399.5625	446221.125	19149370.4375	3162886.5625	632323.875	9758198.125	81628638.5	2928711.75	756524.625	1489350.375	2261161.125	148636.125
CAHE	FAFR	PEIN	8.52360636846374	0.0	0.9336629855005457	342740950.6875	5856696.625	4208207.625	1280636.8125	161495.0	6540325.375	1117465.0625	219789.0	3414032.4375	28610650.75	1008834.25	257335.125	528307.625	781056.125	53648.5
CAHE	FAFR	PESE	9.115064297212834	0.0	0.9275236855307274	327536872.375	6178879.6875	4020697.1875	1269073.125	164807.625	6330362.8125	1096180.75	226109.375	3308790.125	27349611.4375	1018913.625	250656.0	504196.5	759848.0	51741.375
CAHE	FAFR	PINF	12.985297663856548	0.0	0.9083459888835094	1017026246.265625	18929591.234375	12488268.796875	3772310.609375	481054.09375	19908994.671875	3051353.484375	621753.34375	10196469.171875	84387156.359375	3100007.46875	777565.84375	1510717.59375	2339213.09375	155092.96875
CAHE	FAFR	PINT	7.598437993299013	1.509903313490213e-14	0.9407163988554907	1009228984.625	19315423.375	12410435.125	3794280.25	514833.625	19421491.1875	3358005.4375	694444.375	10280845.1875	84278856.0625	3159621.25	774237.625	1559179.0	2324227.375	166147.5
CAHE	FAFR	PREI	10.398114780111694	0.0	0.9226039504042106	344968124.5	5960940.5625	4239139.25	1301832.5625	166034.375	6652905.4375	1103218.375	212816.875	3470809.9375	28692302.125	1028886.125	261419.125	525060.25	792676.125	53923.375
