qind,t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
1,BOER,CACA,CAHE,CAIR,0.45185185185185184,0.2691358024691358,0.27901234567901234,1215.0
2,BOER,CACA,CAHE,CAOV,0.4765432098765432,0.25925925925925924,0.2641975308641975,1215.0
3,BOER,CACA,CAIR,CAOV,0.4551440329218107,0.27242798353909464,0.27242798353909464,1215.0
4,BOER,CAHE,CAIR,CAOV,0.32592592592592595,0.362962962962963,0.3111111111111111,1215.0
5,CACA,CAHE,CAIR,CAOV,0.32181069958847736,0.3662551440329218,0.31193415637860084,1215.0
6,BOER,CACA,CAHE,CAPY,0.043621399176954734,0.03786008230452675,0.9185185185185185,1215.0
7,BOER,CACA,CAIR,CAPY,0.04938271604938271,0.02962962962962963,0.9209876543209876,1215.0
8,BOER,CAHE,CAIR,CAPY,0.04609053497942387,0.03374485596707819,0.920164609053498,1215.0
9,CACA,CAHE,CAIR,CAPY,0.2872427983539095,0.2691358024691358,0.44362139917695476,1215.0
10,BOER,CACA,CAOV,CAPY,0.056790123456790124,0.027983539094650206,0.9152263374485596,1215.0
11,BOER,CAHE,CAOV,CAPY,0.048559670781893,0.02962962962962963,0.9218106995884774,1215.0
12,CACA,CAHE,CAOV,CAPY,0.2740740740740741,0.2559670781893004,0.4699588477366255,1215.0
13,BOER,CAIR,CAOV,CAPY,0.03539094650205761,0.03950617283950617,0.9251028806584363,1215.0
14,CACA,CAIR,CAOV,CAPY,0.2773662551440329,0.2781893004115226,0.4444444444444444,1215.0
15,CAHE,CAIR,CAOV,CAPY,0.31193415637860084,0.36707818930041153,0.32098765432098764,1215.0
16,BOER,CACA,CAHE,CASE,0.41728395061728396,0.3069958847736626,0.2757201646090535,1215.0
17,BOER,CACA,CAIR,CASE,0.3950617283950617,0.3168724279835391,0.2880658436213992,1215.0
18,BOER,CAHE,CAIR,CASE,0.2946502057613169,0.3292181069958848,0.37613168724279833,1215.0
19,CACA,CAHE,CAIR,CASE,0.2823045267489712,0.3267489711934156,0.39094650205761317,1215.0
20,BOER,CACA,CAOV,CASE,0.4024691358024691,0.32592592592592595,0.2716049382716049,1215.0
21,BOER,CAHE,CAOV,CASE,0.28559670781893004,0.30864197530864196,0.405761316872428,1215.0
22,CACA,CAHE,CAOV,CASE,0.2880658436213992,0.297119341563786,0.4148148148148148,1215.0
23,BOER,CAIR,CAOV,CASE,0.3069958847736626,0.291358024691358,0.4016460905349794,1215.0
24,CACA,CAIR,CAOV,CASE,0.30781893004115224,0.2683127572016461,0.42386831275720166,1215.0
25,CAHE,CAIR,CAOV,CASE,0.32098765432098764,0.3366255144032922,0.34238683127572017,1215.0
26,BOER,CACA,CAPY,CASE,0.060905349794238686,0.9069958847736626,0.03209876543209877,1215.0
27,BOER,CAHE,CAPY,CASE,0.05185185185185185,0.9193415637860082,0.02880658436213992,1215.0
28,CACA,CAHE,CAPY,CASE,0.297119341563786,0.4016460905349794,0.3012345679012346,1215.0
29,BOER,CAIR,CAPY,CASE,0.048559670781893,0.9102880658436214,0.0411522633744856,1215.0
30,CACA,CAIR,CAPY,CASE,0.30205761316872426,0.3802469135802469,0.3176954732510288,1215.0
31,CAHE,CAIR,CAPY,CASE,0.39012345679012345,0.2880658436213992,0.32181069958847736,1215.0
32,BOER,CAOV,CAPY,CASE,0.04279835390946502,0.9267489711934156,0.030452674897119343,1215.0
33,CACA,CAOV,CAPY,CASE,0.28559670781893004,0.3868312757201646,0.32757201646090534,1215.0
34,CAHE,CAOV,CAPY,CASE,0.41646090534979424,0.2773662551440329,0.30617283950617286,1215.0
35,CAIR,CAOV,CAPY,CASE,0.4090534979423868,0.30534979423868314,0.28559670781893004,1215.0
36,BOER,CACA,CAHE,CATH,0.44279835390946504,0.2946502057613169,0.2625514403292181,1215.0
37,BOER,CACA,CAIR,CATH,0.45185185185185184,0.2823045267489712,0.26584362139917694,1215.0
38,BOER,CAHE,CAIR,CATH,0.31934156378600825,0.3465020576131687,0.33415637860082303,1215.0
39,CACA,CAHE,CAIR,CATH,0.3390946502057613,0.33827160493827163,0.3226337448559671,1215.0
40,BOER,CACA,CAOV,CATH,0.46255144032921813,0.2757201646090535,0.2617283950617284,1215.0
41,BOER,CAHE,CAOV,CATH,0.33827160493827163,0.3234567901234568,0.33827160493827163,1215.0
42,CACA,CAHE,CAOV,CATH,0.3176954732510288,0.32181069958847736,0.36049382716049383,1215.0
43,BOER,CAIR,CAOV,CATH,0.3390946502057613,0.3226337448559671,0.33827160493827163,1215.0
44,CACA,CAIR,CAOV,CATH,0.3308641975308642,0.33168724279835393,0.3374485596707819,1215.0
45,CAHE,CAIR,CAOV,CATH,0.32510288065843623,0.34814814814814815,0.3267489711934156,1215.0
46,BOER,CACA,CAPY,CATH,0.04691358024691358,0.9242798353909465,0.02880658436213992,1215.0
47,BOER,CAHE,CAPY,CATH,0.03786008230452675,0.9234567901234568,0.03868312757201646,1215.0
48,CACA,CAHE,CAPY,CATH,0.26337448559670784,0.4378600823045268,0.29876543209876544,1215.0
49,BOER,CAIR,CAPY,CATH,0.027983539094650206,0.9275720164609054,0.044444444444444446,1215.0
50,CACA,CAIR,CAPY,CATH,0.2707818930041152,0.4419753086419753,0.2872427983539095,1215.0
51,CAHE,CAIR,CAPY,CATH,0.32757201646090534,0.32181069958847736,0.3506172839506173,1215.0
52,BOER,CAOV,CAPY,CATH,0.03539094650205761,0.9209876543209876,0.043621399176954734,1215.0
53,CACA,CAOV,CAPY,CATH,0.26666666666666666,0.4477366255144033,0.28559670781893004,1215.0
54,CAHE,CAOV,CAPY,CATH,0.34074074074074073,0.3300411522633745,0.3292181069958848,1215.0
55,CAIR,CAOV,CAPY,CATH,0.3366255144032922,0.34156378600823045,0.32181069958847736,1215.0
56,BOER,CACA,CASE,CATH,0.37448559670781895,0.3069958847736626,0.31851851851851853,1215.0
57,BOER,CAHE,CASE,CATH,0.2674897119341564,0.39753086419753086,0.33497942386831275,1215.0
58,CACA,CAHE,CASE,CATH,0.2551440329218107,0.39753086419753086,0.34732510288065843,1215.0
59,BOER,CAIR,CASE,CATH,0.27901234567901234,0.4082304526748971,0.31275720164609055,1215.0
60,CACA,CAIR,CASE,CATH,0.2757201646090535,0.41316872427983536,0.3111111111111111,1215.0
61,CAHE,CAIR,CASE,CATH,0.3069958847736626,0.362962962962963,0.3300411522633745,1215.0
62,BOER,CAOV,CASE,CATH,0.2781893004115226,0.405761316872428,0.3160493827160494,1215.0
63,CACA,CAOV,CASE,CATH,0.26008230452674896,0.42633744855967076,0.3135802469135803,1215.0
64,CAHE,CAOV,CASE,CATH,0.3135802469135803,0.36213991769547327,0.3242798353909465,1215.0
65,CAIR,CAOV,CASE,CATH,0.3111111111111111,0.3432098765432099,0.345679012345679,1215.0
66,BOER,CAPY,CASE,CATH,0.9135802469135802,0.03209876543209877,0.05432098765432099,1215.0
67,CACA,CAPY,CASE,CATH,0.35720164609053495,0.3176954732510288,0.32510288065843623,1215.0
68,CAHE,CAPY,CASE,CATH,0.2617283950617284,0.3226337448559671,0.4156378600823045,1215.0
69,CAIR,CAPY,CASE,CATH,0.27983539094650206,0.3069958847736626,0.41316872427983536,1215.0
70,CAOV,CAPY,CASE,CATH,0.2765432098765432,0.30617283950617286,0.41728395061728396,1215.0
71,BOER,CACA,CAHE,FABR,0.01646090534979424,0.01316872427983539,0.9703703703703703,1215.0
72,BOER,CACA,CAIR,FABR,0.013991769547325103,0.012345679012345678,0.9736625514403292,1215.0
73,BOER,CAHE,CAIR,FABR,0.012345679012345678,0.014814814814814815,0.9728395061728395,1215.0
74,CACA,CAHE,CAIR,FABR,0.27983539094650206,0.27325102880658436,0.4469135802469136,1215.0
75,BOER,CACA,CAOV,FABR,0.015637860082304528,0.009876543209876543,0.974485596707819,1215.0
76,BOER,CAHE,CAOV,FABR,0.013991769547325103,0.011522633744855968,0.974485596707819,1215.0
77,CACA,CAHE,CAOV,FABR,0.2617283950617284,0.2617283950617284,0.4765432098765432,1215.0
78,BOER,CAIR,CAOV,FABR,0.011522633744855968,0.00905349794238683,0.9794238683127572,1215.0
79,CACA,CAIR,CAOV,FABR,0.2740740740740741,0.27325102880658436,0.45267489711934156,1215.0
80,CAHE,CAIR,CAOV,FABR,0.3102880658436214,0.36213991769547327,0.32757201646090534,1215.0
81,BOER,CACA,CAPY,FABR,0.06831275720164609,0.040329218106995884,0.891358024691358,1215.0
82,BOER,CAHE,CAPY,FABR,0.07078189300411522,0.044444444444444446,0.8847736625514403,1215.0
83,CACA,CAHE,CAPY,FABR,0.922633744855967,0.03786008230452675,0.03950617283950617,1215.0
84,BOER,CAIR,CAPY,FABR,0.0691358024691358,0.04197530864197531,0.8888888888888888,1215.0
85,CACA,CAIR,CAPY,FABR,0.9275720164609054,0.027983539094650206,0.044444444444444446,1215.0
86,CAHE,CAIR,CAPY,FABR,0.9251028806584363,0.030452674897119343,0.044444444444444446,1215.0
87,BOER,CAOV,CAPY,FABR,0.06748971193415639,0.04279835390946502,0.8897119341563786,1215.0
88,CACA,CAOV,CAPY,FABR,0.9234567901234568,0.02633744855967078,0.050205761316872426,1215.0
89,CAHE,CAOV,CAPY,FABR,0.9259259259259259,0.027983539094650206,0.04609053497942387,1215.0
90,CAIR,CAOV,CAPY,FABR,0.9300411522633745,0.037037037037037035,0.03292181069958848,1215.0
91,BOER,CACA,CASE,FABR,0.022222222222222223,0.00823045267489712,0.9695473251028807,1215.0
92,BOER,CAHE,CASE,FABR,0.01728395061728395,0.00905349794238683,0.9736625514403292,1215.0
93,CACA,CAHE,CASE,FABR,0.27983539094650206,0.30617283950617286,0.4139917695473251,1215.0
94,BOER,CAIR,CASE,FABR,0.019753086419753086,0.00905349794238683,0.9711934156378601,1215.0
95,CACA,CAIR,CASE,FABR,0.2938271604938272,0.31440329218106994,0.3917695473251029,1215.0
96,CAHE,CAIR,CASE,FABR,0.3794238683127572,0.32510288065843623,0.29547325102880656,1215.0
97,BOER,CAOV,CASE,FABR,0.014814814814814815,0.005761316872427984,0.9794238683127572,1215.0
98,CACA,CAOV,CASE,FABR,0.2765432098765432,0.3226337448559671,0.4008230452674897,1215.0
99,CAHE,CAOV,CASE,FABR,0.4090534979423868,0.3037037037037037,0.2872427983539095,1215.0
100,CAIR,CAOV,CASE,FABR,0.4049382716049383,0.28641975308641976,0.30864197530864196,1215.0
101,BOER,CAPY,CASE,FABR,0.04526748971193416,0.06748971193415639,0.8872427983539095,1215.0
102,CACA,CAPY,CASE,FABR,0.03374485596707819,0.91440329218107,0.05185185185185185,1215.0
103,CAHE,CAPY,CASE,FABR,0.030452674897119343,0.920164609053498,0.04938271604938271,1215.0
104,CAIR,CAPY,CASE,FABR,0.0411522633744856,0.9160493827160494,0.04279835390946502,1215.0
105,CAOV,CAPY,CASE,FABR,0.031275720164609055,0.9316872427983539,0.037037037037037035,1215.0
106,BOER,CACA,CATH,FABR,0.015637860082304528,0.011522633744855968,0.9728395061728395,1215.0
107,BOER,CAHE,CATH,FABR,0.012345679012345678,0.013991769547325103,0.9736625514403292,1215.0
108,CACA,CAHE,CATH,FABR,0.2641975308641975,0.2962962962962963,0.43950617283950616,1215.0
109,BOER,CAIR,CATH,FABR,0.010699588477366255,0.01316872427983539,0.9761316872427983,1215.0
110,CACA,CAIR,CATH,FABR,0.2691358024691358,0.2831275720164609,0.4477366255144033,1215.0
111,CAHE,CAIR,CATH,FABR,0.33497942386831275,0.345679012345679,0.31934156378600825,1215.0
112,BOER,CAOV,CATH,FABR,0.01316872427983539,0.012345679012345678,0.974485596707819,1215.0
113,CACA,CAOV,CATH,FABR,0.26584362139917694,0.2748971193415638,0.45925925925925926,1215.0
114,CAHE,CAOV,CATH,FABR,0.34156378600823045,0.31934156378600825,0.3390946502057613,1215.0
115,CAIR,CAOV,CATH,FABR,0.34156378600823045,0.3201646090534979,0.33827160493827163,1215.0
116,BOER,CAPY,CATH,FABR,0.04197530864197531,0.06995884773662552,0.8880658436213992,1215.0
117,CACA,CAPY,CATH,FABR,0.02962962962962963,0.9292181069958848,0.0411522633744856,1215.0
118,CAHE,CAPY,CATH,FABR,0.03539094650205761,0.9300411522633745,0.0345679012345679,1215.0
119,CAIR,CAPY,CATH,FABR,0.04279835390946502,0.9292181069958848,0.027983539094650206,1215.0
120,CAOV,CAPY,CATH,FABR,0.043621399176954734,0.9251028806584363,0.031275720164609055,1215.0
121,BOER,CASE,CATH,FABR,0.00905349794238683,0.02139917695473251,0.9695473251028807,1215.0
122,CACA,CASE,CATH,FABR,0.31934156378600825,0.3102880658436214,0.37037037037037035,1215.0
123,CAHE,CASE,CATH,FABR,0.33168724279835393,0.3991769547325103,0.2691358024691358,1215.0
124,CAIR,CASE,CATH,FABR,0.31275720164609055,0.40987654320987654,0.2773662551440329,1215.0
125,CAOV,CASE,CATH,FABR,0.3160493827160494,0.40987654320987654,0.2740740740740741,1215.0
126,CAPY,CASE,CATH,FABR,0.048559670781893,0.03292181069958848,0.9185185185185185,1215.0
127,BOER,CACA,CAHE,FAPA,0.01728395061728395,0.011522633744855968,0.9711934156378601,1215.0
128,BOER,CACA,CAIR,FAPA,0.01316872427983539,0.011522633744855968,0.9753086419753086,1215.0
129,BOER,CAHE,CAIR,FAPA,0.012345679012345678,0.013991769547325103,0.9736625514403292,1215.0
130,CACA,CAHE,CAIR,FAPA,0.27901234567901234,0.2740740740740741,0.4469135802469136,1215.0
131,BOER,CACA,CAOV,FAPA,0.015637860082304528,0.00905349794238683,0.9753086419753086,1215.0
132,BOER,CAHE,CAOV,FAPA,0.010699588477366255,0.010699588477366255,0.9786008230452675,1215.0
133,CACA,CAHE,CAOV,FAPA,0.26008230452674896,0.26337448559670784,0.4765432098765432,1215.0
134,BOER,CAIR,CAOV,FAPA,0.010699588477366255,0.00905349794238683,0.980246913580247,1215.0
135,CACA,CAIR,CAOV,FAPA,0.27242798353909464,0.27325102880658436,0.454320987654321,1215.0
136,CAHE,CAIR,CAOV,FAPA,0.3069958847736626,0.36378600823045265,0.3292181069958848,1215.0
137,BOER,CACA,CAPY,FAPA,0.07325102880658436,0.04197530864197531,0.8847736625514403,1215.0
138,BOER,CAHE,CAPY,FAPA,0.07325102880658436,0.04691358024691358,0.8798353909465021,1215.0
139,CACA,CAHE,CAPY,FAPA,0.9259259259259259,0.037037037037037035,0.037037037037037035,1215.0
140,BOER,CAIR,CAPY,FAPA,0.07242798353909465,0.044444444444444446,0.8831275720164609,1215.0
141,CACA,CAIR,CAPY,FAPA,0.928395061728395,0.02633744855967078,0.04526748971193416,1215.0
142,CAHE,CAIR,CAPY,FAPA,0.9275720164609054,0.02880658436213992,0.043621399176954734,1215.0
143,BOER,CAOV,CAPY,FAPA,0.07078189300411522,0.04609053497942387,0.8831275720164609,1215.0
144,CACA,CAOV,CAPY,FAPA,0.9234567901234568,0.02633744855967078,0.050205761316872426,1215.0
145,CAHE,CAOV,CAPY,FAPA,0.9300411522633745,0.024691358024691357,0.04526748971193416,1215.0
146,CAIR,CAOV,CAPY,FAPA,0.9325102880658436,0.03621399176954732,0.031275720164609055,1215.0
147,BOER,CACA,CASE,FAPA,0.018930041152263374,0.007407407407407408,0.9736625514403292,1215.0
148,BOER,CAHE,CASE,FAPA,0.013991769547325103,0.00905349794238683,0.9769547325102881,1215.0
149,CACA,CAHE,CASE,FAPA,0.2814814814814815,0.30617283950617286,0.4123456790123457,1215.0
150,BOER,CAIR,CASE,FAPA,0.01646090534979424,0.010699588477366255,0.9728395061728395,1215.0
151,CACA,CAIR,CASE,FAPA,0.2938271604938272,0.31440329218106994,0.3917695473251029,1215.0
152,CAHE,CAIR,CASE,FAPA,0.3786008230452675,0.32510288065843623,0.2962962962962963,1215.0
153,BOER,CAOV,CASE,FAPA,0.01316872427983539,0.00823045267489712,0.9786008230452675,1215.0
154,CACA,CAOV,CASE,FAPA,0.2773662551440329,0.32181069958847736,0.4008230452674897,1215.0
155,CAHE,CAOV,CASE,FAPA,0.40987654320987654,0.302880658436214,0.2872427983539095,1215.0
156,CAIR,CAOV,CASE,FAPA,0.405761316872428,0.2872427983539095,0.3069958847736626,1215.0
157,BOER,CAPY,CASE,FAPA,0.04691358024691358,0.07160493827160494,0.8814814814814815,1215.0
158,CACA,CAPY,CASE,FAPA,0.03209876543209877,0.9168724279835391,0.05102880658436214,1215.0
159,CAHE,CAPY,CASE,FAPA,0.02633744855967078,0.9251028806584363,0.048559670781893,1215.0
160,CAIR,CAPY,CASE,FAPA,0.03950617283950617,0.9185185185185185,0.04197530864197531,1215.0
161,CAOV,CAPY,CASE,FAPA,0.02962962962962963,0.9333333333333333,0.037037037037037035,1215.0
162,BOER,CACA,CATH,FAPA,0.01646090534979424,0.009876543209876543,0.9736625514403292,1215.0
163,BOER,CAHE,CATH,FAPA,0.01316872427983539,0.013991769547325103,0.9728395061728395,1215.0
164,CACA,CAHE,CATH,FAPA,0.26337448559670784,0.297119341563786,0.43950617283950616,1215.0
165,BOER,CAIR,CATH,FAPA,0.010699588477366255,0.009876543209876543,0.9794238683127572,1215.0
166,CACA,CAIR,CATH,FAPA,0.26995884773662554,0.2806584362139918,0.44938271604938274,1215.0
167,CAHE,CAIR,CATH,FAPA,0.33497942386831275,0.3448559670781893,0.3201646090534979,1215.0
168,BOER,CAOV,CATH,FAPA,0.012345679012345678,0.011522633744855968,0.9761316872427983,1215.0
169,CACA,CAOV,CATH,FAPA,0.2650205761316872,0.2757201646090535,0.45925925925925926,1215.0
170,CAHE,CAOV,CATH,FAPA,0.34074074074074073,0.31934156378600825,0.339917695473251,1215.0
171,CAIR,CAOV,CATH,FAPA,0.34238683127572017,0.3201646090534979,0.3374485596707819,1215.0
172,BOER,CAPY,CATH,FAPA,0.043621399176954734,0.07325102880658436,0.8831275720164609,1215.0
173,CACA,CAPY,CATH,FAPA,0.027160493827160494,0.9325102880658436,0.040329218106995884,1215.0
174,CAHE,CAPY,CATH,FAPA,0.03374485596707819,0.9308641975308642,0.03539094650205761,1215.0
175,CAIR,CAPY,CATH,FAPA,0.04279835390946502,0.9308641975308642,0.02633744855967078,1215.0
176,CAOV,CAPY,CATH,FAPA,0.0411522633744856,0.9267489711934156,0.03209876543209877,1215.0
177,BOER,CASE,CATH,FAPA,0.009876543209876543,0.01646090534979424,0.9736625514403292,1215.0
178,CACA,CASE,CATH,FAPA,0.31934156378600825,0.31193415637860084,0.36872427983539097,1215.0
179,CAHE,CASE,CATH,FAPA,0.33168724279835393,0.4,0.2683127572016461,1215.0
180,CAIR,CASE,CATH,FAPA,0.3135802469135803,0.41069958847736626,0.2757201646090535,1215.0
181,CAOV,CASE,CATH,FAPA,0.3160493827160494,0.41069958847736626,0.27325102880658436,1215.0
182,CAPY,CASE,CATH,FAPA,0.047736625514403296,0.02962962962962963,0.922633744855967,1215.0
183,BOER,CACA,FABR,FAPA,0.8065843621399177,0.09547325102880659,0.09794238683127572,1215.0
184,BOER,CAHE,FABR,FAPA,0.805761316872428,0.0962962962962963,0.09794238683127572,1215.0
185,CACA,CAHE,FABR,FAPA,0.9851851851851852,0.00905349794238683,0.005761316872427984,1215.0
186,BOER,CAIR,FABR,FAPA,0.8065843621399177,0.09547325102880659,0.09794238683127572,1215.0
187,CACA,CAIR,FABR,FAPA,0.9860082304526749,0.005761316872427984,0.00823045267489712,1215.0
188,CAHE,CAIR,FABR,FAPA,0.9860082304526749,0.005761316872427984,0.00823045267489712,1215.0
189,BOER,CAOV,FABR,FAPA,0.8041152263374486,0.097119341563786,0.09876543209876543,1215.0
190,CACA,CAOV,FABR,FAPA,0.9860082304526749,0.006584362139917695,0.007407407407407408,1215.0
191,CAHE,CAOV,FABR,FAPA,0.988477366255144,0.0032921810699588477,0.00823045267489712,1215.0
192,CAIR,CAOV,FABR,FAPA,0.9868312757201646,0.006584362139917695,0.006584362139917695,1215.0
193,BOER,CAPY,FABR,FAPA,0.8,0.09794238683127572,0.10205761316872428,1215.0
194,CACA,CAPY,FABR,FAPA,0.9588477366255144,0.02139917695473251,0.019753086419753086,1215.0
195,CAHE,CAPY,FABR,FAPA,0.9563786008230453,0.0205761316872428,0.023045267489711935,1215.0
196,CAIR,CAPY,FABR,FAPA,0.9572016460905349,0.022222222222222223,0.0205761316872428,1215.0
197,CAOV,CAPY,FABR,FAPA,0.9555555555555556,0.022222222222222223,0.022222222222222223,1215.0
198,BOER,CASE,FABR,FAPA,0.8041152263374486,0.097119341563786,0.09876543209876543,1215.0
199,CACA,CASE,FABR,FAPA,0.9835390946502057,0.007407407407407408,0.00905349794238683,1215.0
200,CAHE,CASE,FABR,FAPA,0.9851851851851852,0.005761316872427984,0.00905349794238683,1215.0
201,CAIR,CASE,FABR,FAPA,0.9835390946502057,0.007407407407407408,0.00905349794238683,1215.0
202,CAOV,CASE,FABR,FAPA,0.988477366255144,0.0049382716049382715,0.006584362139917695,1215.0
203,CAPY,CASE,FABR,FAPA,0.9539094650205762,0.023045267489711935,0.023045267489711935,1215.0
204,BOER,CATH,FABR,FAPA,0.8065843621399177,0.0962962962962963,0.097119341563786,1215.0
205,CACA,CATH,FABR,FAPA,0.9868312757201646,0.007407407407407408,0.005761316872427984,1215.0
206,CAHE,CATH,FABR,FAPA,0.9876543209876543,0.005761316872427984,0.006584362139917695,1215.0
207,CAIR,CATH,FABR,FAPA,0.9868312757201646,0.00905349794238683,0.00411522633744856,1215.0
208,CAOV,CATH,FABR,FAPA,0.9843621399176955,0.00823045267489712,0.007407407407407408,1215.0
209,CAPY,CATH,FABR,FAPA,0.9563786008230453,0.02139917695473251,0.022222222222222223,1215.0
210,CASE,CATH,FABR,FAPA,0.9827160493827161,0.010699588477366255,0.006584362139917695,1215.0
211,BOER,CACA,CAHE,FDEN,0.013991769547325103,0.01316872427983539,0.9728395061728395,1215.0
212,BOER,CACA,CAIR,FDEN,0.011522633744855968,0.010699588477366255,0.9777777777777777,1215.0
213,BOER,CAHE,CAIR,FDEN,0.012345679012345678,0.010699588477366255,0.9769547325102881,1215.0
214,CACA,CAHE,CAIR,FDEN,0.27983539094650206,0.27325102880658436,0.4469135802469136,1215.0
215,BOER,CACA,CAOV,FDEN,0.01316872427983539,0.00905349794238683,0.9777777777777777,1215.0
216,BOER,CAHE,CAOV,FDEN,0.010699588477366255,0.009876543209876543,0.9794238683127572,1215.0
217,CACA,CAHE,CAOV,FDEN,0.2609053497942387,0.26337448559670784,0.4757201646090535,1215.0
218,BOER,CAIR,CAOV,FDEN,0.00823045267489712,0.007407407407407408,0.9843621399176955,1215.0
219,CACA,CAIR,CAOV,FDEN,0.2716049382716049,0.2740740740740741,0.454320987654321,1215.0
220,CAHE,CAIR,CAOV,FDEN,0.3069958847736626,0.36460905349794237,0.32839506172839505,1215.0
221,BOER,CACA,CAPY,FDEN,0.06584362139917696,0.044444444444444446,0.8897119341563786,1215.0
222,BOER,CAHE,CAPY,FDEN,0.06748971193415639,0.04691358024691358,0.8855967078189301,1215.0
223,CACA,CAHE,CAPY,FDEN,0.9242798353909465,0.03621399176954732,0.03950617283950617,1215.0
224,BOER,CAIR,CAPY,FDEN,0.06502057613168724,0.04691358024691358,0.8880658436213992,1215.0
225,CACA,CAIR,CAPY,FDEN,0.9275720164609054,0.02633744855967078,0.04609053497942387,1215.0
226,CAHE,CAIR,CAPY,FDEN,0.9259259259259259,0.030452674897119343,0.043621399176954734,1215.0
227,BOER,CAOV,CAPY,FDEN,0.06337448559670782,0.047736625514403296,0.8888888888888888,1215.0
228,CACA,CAOV,CAPY,FDEN,0.922633744855967,0.024691358024691357,0.05267489711934156,1215.0
229,CAHE,CAOV,CAPY,FDEN,0.9275720164609054,0.024691358024691357,0.047736625514403296,1215.0
230,CAIR,CAOV,CAPY,FDEN,0.9316872427983539,0.03539094650205761,0.03292181069958848,1215.0
231,BOER,CACA,CASE,FDEN,0.01728395061728395,0.00823045267489712,0.974485596707819,1215.0
232,BOER,CAHE,CASE,FDEN,0.012345679012345678,0.006584362139917695,0.9810699588477366,1215.0
233,CACA,CAHE,CASE,FDEN,0.27983539094650206,0.30617283950617286,0.4139917695473251,1215.0
234,BOER,CAIR,CASE,FDEN,0.014814814814814815,0.00905349794238683,0.9761316872427983,1215.0
235,CACA,CAIR,CASE,FDEN,0.29218106995884774,0.3160493827160494,0.3917695473251029,1215.0
236,CAHE,CAIR,CASE,FDEN,0.37613168724279833,0.32757201646090534,0.2962962962962963,1215.0
237,BOER,CAOV,CASE,FDEN,0.012345679012345678,0.005761316872427984,0.9818930041152263,1215.0
238,CACA,CAOV,CASE,FDEN,0.2765432098765432,0.32181069958847736,0.4016460905349794,1215.0
239,CAHE,CAOV,CASE,FDEN,0.4090534979423868,0.302880658436214,0.2880658436213992,1215.0
240,CAIR,CAOV,CASE,FDEN,0.40411522633744856,0.2872427983539095,0.30864197530864196,1215.0
241,BOER,CAPY,CASE,FDEN,0.047736625514403296,0.06419753086419754,0.8880658436213992,1215.0
242,CACA,CAPY,CASE,FDEN,0.031275720164609055,0.9152263374485596,0.053497942386831275,1215.0
243,CAHE,CAPY,CASE,FDEN,0.027983539094650206,0.922633744855967,0.04938271604938271,1215.0
244,CAIR,CAPY,CASE,FDEN,0.03950617283950617,0.9176954732510288,0.04279835390946502,1215.0
245,CAOV,CAPY,CASE,FDEN,0.031275720164609055,0.9325102880658436,0.03621399176954732,1215.0
246,BOER,CACA,CATH,FDEN,0.013991769547325103,0.009876543209876543,0.9761316872427983,1215.0
247,BOER,CAHE,CATH,FDEN,0.011522633744855968,0.010699588477366255,0.9777777777777777,1215.0
248,CACA,CAHE,CATH,FDEN,0.2650205761316872,0.2946502057613169,0.4403292181069959,1215.0
249,BOER,CAIR,CATH,FDEN,0.00905349794238683,0.009876543209876543,0.9810699588477366,1215.0
250,CACA,CAIR,CATH,FDEN,0.26995884773662554,0.2806584362139918,0.44938271604938274,1215.0
251,CAHE,CAIR,CATH,FDEN,0.33415637860082303,0.3465020576131687,0.31934156378600825,1215.0
252,BOER,CAOV,CATH,FDEN,0.011522633744855968,0.00905349794238683,0.9794238683127572,1215.0
253,CACA,CAOV,CATH,FDEN,0.26666666666666666,0.27325102880658436,0.460082304526749,1215.0
254,CAHE,CAOV,CATH,FDEN,0.34074074074074073,0.31851851851851853,0.34074074074074073,1215.0
255,CAIR,CAOV,CATH,FDEN,0.3432098765432099,0.31851851851851853,0.33827160493827163,1215.0
256,BOER,CAPY,CATH,FDEN,0.04526748971193416,0.06748971193415639,0.8872427983539095,1215.0
257,CACA,CAPY,CATH,FDEN,0.027983539094650206,0.9308641975308642,0.0411522633744856,1215.0
258,CAHE,CAPY,CATH,FDEN,0.0345679012345679,0.9316872427983539,0.03374485596707819,1215.0
259,CAIR,CAPY,CATH,FDEN,0.043621399176954734,0.9300411522633745,0.02633744855967078,1215.0
260,CAOV,CAPY,CATH,FDEN,0.044444444444444446,0.9259259259259259,0.02962962962962963,1215.0
261,BOER,CASE,CATH,FDEN,0.00905349794238683,0.015637860082304528,0.9753086419753086,1215.0
262,CACA,CASE,CATH,FDEN,0.31934156378600825,0.3094650205761317,0.37119341563786007,1215.0
263,CAHE,CASE,CATH,FDEN,0.3325102880658436,0.3991769547325103,0.2683127572016461,1215.0
264,CAIR,CASE,CATH,FDEN,0.3135802469135803,0.4090534979423868,0.2773662551440329,1215.0
265,CAOV,CASE,CATH,FDEN,0.3176954732510288,0.40987654320987654,0.27242798353909464,1215.0
266,CAPY,CASE,CATH,FDEN,0.04938271604938271,0.030452674897119343,0.920164609053498,1215.0
267,BOER,CACA,FABR,FDEN,0.7975308641975308,0.09547325102880659,0.10699588477366255,1215.0
268,BOER,CAHE,FABR,FDEN,0.7967078189300412,0.09547325102880659,0.10781893004115227,1215.0
