t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
CAHE,CAPY,PAXI,PCOR,0.989300412,0.003292181,0.007407407,1215
CAIR,CAPY,PAXI,PCOR,0.991769547,0.001646091,0.006584362,1215
CAOV,CAPY,PAXI,PCOR,0.992592593,0.002469136,0.004938272,1215
BOER,CASE,PAXI,PCOR,0.913580247,0.042798354,0.043621399,1215
CACA,CASE,PAXI,PCOR,0.995061728,0.001646091,0.003292181,1215
CAHE,CASE,PAXI,PCOR,0.993415638,0.003292181,0.003292181,1215
CAIR,CASE,PAXI,PCOR,0.994238683,0.001646091,0.004115226,1215
CAOV,CASE,PAXI,PCOR,0.996707819,0.002469136,0.000823045,1215
CAPY,CASE,PAXI,PCOR,0.990946502,0.005761317,0.003292181,1215
BOER,CATH,PAXI,PCOR,0.913580247,0.043621399,0.042798354,1215
CACA,CATH,PAXI,PCOR,0.995884774,0.001646091,0.002469136,1215
CAHE,CATH,PAXI,PCOR,0.995061728,0.002469136,0.002469136,1215
CAIR,CATH,PAXI,PCOR,0.995061728,0.001646091,0.003292181,1215
CAOV,CATH,PAXI,PCOR,0.994238683,0.004115226,0.001646091,1215
CAPY,CATH,PAXI,PCOR,0.990123457,0.007407407,0.002469136,1215
CASE,CATH,PAXI,PCOR,0.992592593,0.004115226,0.003292181,1215
BOER,FABR,PAXI,PCOR,0.913580247,0.04526749,0.041152263,1215
CACA,FABR,PAXI,PCOR,0.982716049,0.007407407,0.009876543,1215
CAHE,FABR,PAXI,PCOR,0.981069959,0.008230453,0.010699588,1215
CAIR,FABR,PAXI,PCOR,0.981893004,0.007407407,0.010699588,1215
CAOV,FABR,PAXI,PCOR,0.982716049,0.008230453,0.009053498,1215
CAPY,FABR,PAXI,PCOR,0.982716049,0.008230453,0.009053498,1215
CASE,FABR,PAXI,PCOR,0.982716049,0.008230453,0.009053498,1215
CATH,FABR,PAXI,PCOR,0.981069959,0.007407407,0.011522634,1215
BOER,FAPA,PAXI,PCOR,0.915226337,0.042798354,0.041975309,1215
CACA,FAPA,PAXI,PCOR,0.98600823,0.004115226,0.009876543,1215
CAHE,FAPA,PAXI,PCOR,0.982716049,0.005761317,0.011522634,1215
CAIR,FAPA,PAXI,PCOR,0.985185185,0.004115226,0.010699588,1215
CAOV,FAPA,PAXI,PCOR,0.98600823,0.004938272,0.009053498,1215
CAPY,FAPA,PAXI,PCOR,0.985185185,0.005761317,0.009053498,1215
CASE,FAPA,PAXI,PCOR,0.98600823,0.004938272,0.009053498,1215
CATH,FAPA,PAXI,PCOR,0.983539095,0.004938272,0.011522634,1215
FABR,FAPA,PAXI,PCOR,0.991769547,0.000823045,0.007407407,1215
BOER,FDEN,PAXI,PCOR,0.913580247,0.043621399,0.042798354,1215
CACA,FDEN,PAXI,PCOR,0.983539095,0.004938272,0.011522634,1215
CAHE,FDEN,PAXI,PCOR,0.980246914,0.006584362,0.013168724,1215
CAIR,FDEN,PAXI,PCOR,0.982716049,0.004938272,0.012345679,1215
CAOV,FDEN,PAXI,PCOR,0.983539095,0.005761317,0.010699588,1215
CAPY,FDEN,PAXI,PCOR,0.982716049,0.007407407,0.009876543,1215
CASE,FDEN,PAXI,PCOR,0.981893004,0.006584362,0.011522634,1215
CATH,FDEN,PAXI,PCOR,0.981069959,0.005761317,0.013168724,1215
FABR,FDEN,PAXI,PCOR,0.989300412,0.003292181,0.007407407,1215
FAPA,FDEN,PAXI,PCOR,0.990946502,0.004115226,0.004938272,1215
BOER,CACA,PBON,PCOR,0.928395062,0.041152263,0.030452675,1215
BOER,CAHE,PBON,PCOR,0.926748971,0.041975309,0.03127572,1215
CACA,CAHE,PBON,PCOR,0.997530864,0.001646091,0.000823045,1215
BOER,CAIR,PBON,PCOR,0.927572016,0.041152263,0.03127572,1215
CACA,CAIR,PBON,PCOR,0.996707819,0.001646091,0.001646091,1215
CAHE,CAIR,PBON,PCOR,0.997530864,0.000823045,0.001646091,1215
BOER,CAOV,PBON,PCOR,0.928395062,0.041152263,0.030452675,1215
CACA,CAOV,PBON,PCOR,0.996707819,0.001646091,0.001646091,1215
CAHE,CAOV,PBON,PCOR,0.995061728,0.002469136,0.002469136,1215
CAIR,CAOV,PBON,PCOR,0.995884774,0.002469136,0.001646091,1215
BOER,CAPY,PBON,PCOR,0.930041152,0.040329218,0.02962963,1215
CACA,CAPY,PBON,PCOR,0.995061728,0.002469136,0.002469136,1215
CAHE,CAPY,PBON,PCOR,0.993415638,0.003292181,0.003292181,1215
CAIR,CAPY,PBON,PCOR,0.994238683,0.003292181,0.002469136,1215
CAOV,CAPY,PBON,PCOR,0.995061728,0.002469136,0.002469136,1215
BOER,CASE,PBON,PCOR,0.926748971,0.041975309,0.03127572,1215
CACA,CASE,PBON,PCOR,0.995884774,0.001646091,0.002469136,1215
CAHE,CASE,PBON,PCOR,0.995884774,0.001646091,0.002469136,1215
CAIR,CASE,PBON,PCOR,0.995061728,0.002469136,0.002469136,1215
CAOV,CASE,PBON,PCOR,0.996707819,0.001646091,0.001646091,1215
CAPY,CASE,PBON,PCOR,0.993415638,0.003292181,0.003292181,1215
BOER,CATH,PBON,PCOR,0.927572016,0.041152263,0.03127572,1215
CACA,CATH,PBON,PCOR,0.998353909,0,0.001646091,1215
CAHE,CATH,PBON,PCOR,0.998353909,0,0.001646091,1215
CAIR,CATH,PBON,PCOR,0.997530864,0.000823045,0.001646091,1215
CAOV,CATH,PBON,PCOR,0.995884774,0.001646091,0.002469136,1215
CAPY,CATH,PBON,PCOR,0.994238683,0.002469136,0.003292181,1215
CASE,CATH,PBON,PCOR,0.995061728,0.002469136,0.002469136,1215
BOER,FABR,PBON,PCOR,0.928395062,0.039506173,0.032098765,1215
CACA,FABR,PBON,PCOR,0.98436214,0.004938272,0.010699588,1215
CAHE,FABR,PBON,PCOR,0.98436214,0.004938272,0.010699588,1215
CAIR,FABR,PBON,PCOR,0.983539095,0.005761317,0.010699588,1215
CAOV,FABR,PBON,PCOR,0.98436214,0.004938272,0.010699588,1215
CAPY,FABR,PBON,PCOR,0.98600823,0.003292181,0.010699588,1215
CASE,FABR,PBON,PCOR,0.98436214,0.004938272,0.010699588,1215
CATH,FABR,PBON,PCOR,0.983539095,0.005761317,0.010699588,1215
BOER,FAPA,PBON,PCOR,0.930041152,0.037860082,0.032098765,1215
CACA,FAPA,PBON,PCOR,0.98600823,0.003292181,0.010699588,1215
CAHE,FAPA,PBON,PCOR,0.98436214,0.004115226,0.011522634,1215
CAIR,FAPA,PBON,PCOR,0.985185185,0.004115226,0.010699588,1215
CAOV,FAPA,PBON,PCOR,0.98600823,0.003292181,0.010699588,1215
CAPY,FAPA,PBON,PCOR,0.987654321,0.001646091,0.010699588,1215
CASE,FAPA,PBON,PCOR,0.98600823,0.003292181,0.010699588,1215
CATH,FAPA,PBON,PCOR,0.985185185,0.004115226,0.010699588,1215
FABR,FAPA,PBON,PCOR,0.991769547,0.004115226,0.004115226,1215
BOER,FDEN,PBON,PCOR,0.928395062,0.038683128,0.032921811,1215
CACA,FDEN,PBON,PCOR,0.985185185,0.004115226,0.010699588,1215
CAHE,FDEN,PBON,PCOR,0.983539095,0.004938272,0.011522634,1215
CAIR,FDEN,PBON,PCOR,0.98436214,0.004938272,0.010699588,1215
CAOV,FDEN,PBON,PCOR,0.985185185,0.004115226,0.010699588,1215
CAPY,FDEN,PBON,PCOR,0.98600823,0.003292181,0.010699588,1215
CASE,FDEN,PBON,PCOR,0.983539095,0.004938272,0.011522634,1215
CATH,FDEN,PBON,PCOR,0.98436214,0.004938272,0.010699588,1215
FABR,FDEN,PBON,PCOR,0.991769547,0.004938272,0.003292181,1215
FAPA,FDEN,PBON,PCOR,0.992592593,0.004115226,0.003292181,1215
BOER,PAXI,PBON,PCOR,0.596707819,0.248559671,0.15473251,1215
CACA,PAXI,PBON,PCOR,0.604115226,0.240329218,0.155555556,1215
CAHE,PAXI,PBON,PCOR,0.603292181,0.240329218,0.156378601,1215
CAIR,PAXI,PBON,PCOR,0.604115226,0.241152263,0.15473251,1215
CAOV,PAXI,PBON,PCOR,0.605761317,0.239506173,0.15473251,1215
CAPY,PAXI,PBON,PCOR,0.605761317,0.239506173,0.15473251,1215
CASE,PAXI,PBON,PCOR,0.605761317,0.239506173,0.15473251,1215
CATH,PAXI,PBON,PCOR,0.603292181,0.241152263,0.155555556,1215
FABR,PAXI,PBON,PCOR,0.604115226,0.239506173,0.156378601,1215
FAPA,PAXI,PBON,PCOR,0.605761317,0.240329218,0.153909465,1215
FDEN,PAXI,PBON,PCOR,0.605761317,0.239506173,0.15473251,1215
BOER,CACA,CAHE,PEEX,0.009876543,0.005761317,0.98436214,1215
BOER,CACA,CAIR,PEEX,0.009053498,0.006584362,0.98436214,1215
BOER,CAHE,CAIR,PEEX,0.008230453,0.008230453,0.983539095,1215
CACA,CAHE,CAIR,PEEX,0.280658436,0.271604938,0.447736626,1215
BOER,CACA,CAOV,PEEX,0.007407407,0.006584362,0.98600823,1215
BOER,CAHE,CAOV,PEEX,0.005761317,0.009876543,0.98436214,1215
CACA,CAHE,CAOV,PEEX,0.263374486,0.261728395,0.474897119,1215
BOER,CAIR,CAOV,PEEX,0.004115226,0.007407407,0.988477366,1215
CACA,CAIR,CAOV,PEEX,0.272427984,0.274074074,0.453497942,1215
CAHE,CAIR,CAOV,PEEX,0.306995885,0.365432099,0.327572016,1215
BOER,CACA,CAPY,PEEX,0.023045267,0.020576132,0.956378601,1215
BOER,CAHE,CAPY,PEEX,0.023868313,0.025514403,0.950617284,1215
CACA,CAHE,CAPY,PEEX,0.922633745,0.037037037,0.040329218,1215
BOER,CAIR,CAPY,PEEX,0.023045267,0.023045267,0.953909465,1215
CACA,CAIR,CAPY,PEEX,0.926748971,0.027983539,0.04526749,1215
CAHE,CAIR,CAPY,PEEX,0.925102881,0.032098765,0.042798354,1215
BOER,CAOV,CAPY,PEEX,0.023868313,0.021399177,0.95473251,1215
CACA,CAOV,CAPY,PEEX,0.920987654,0.025514403,0.053497942,1215
CAHE,CAOV,CAPY,PEEX,0.925925926,0.026337449,0.047736626,1215
CAIR,CAOV,CAPY,PEEX,0.930041152,0.035390947,0.034567901,1215
BOER,CACA,CASE,PEEX,0.009053498,0.006584362,0.98436214,1215
BOER,CAHE,CASE,PEEX,0.006584362,0.008230453,0.985185185,1215
CACA,CAHE,CASE,PEEX,0.27654321,0.30781893,0.41563786,1215
BOER,CAIR,CASE,PEEX,0.007407407,0.009053498,0.983539095,1215
CACA,CAIR,CASE,PEEX,0.288065844,0.318518519,0.393415638,1215
CAHE,CAIR,CASE,PEEX,0.372839506,0.330864198,0.296296296,1215
BOER,CAOV,CASE,PEEX,0.008230453,0.003292181,0.988477366,1215
CACA,CAOV,CASE,PEEX,0.273251029,0.324279835,0.402469136,1215
CAHE,CAOV,CASE,PEEX,0.405761317,0.30617284,0.288065844,1215
CAIR,CAOV,CASE,PEEX,0.401646091,0.288065844,0.310288066,1215
BOER,CAPY,CASE,PEEX,0.023045267,0.023868313,0.95308642,1215
CACA,CAPY,CASE,PEEX,0.02962963,0.912757202,0.057613169,1215
CAHE,CAPY,CASE,PEEX,0.026337449,0.922633745,0.051028807,1215
CAIR,CAPY,CASE,PEEX,0.036213992,0.916872428,0.04691358,1215
CAOV,CAPY,CASE,PEEX,0.02962963,0.931687243,0.038683128,1215
BOER,CACA,CATH,PEEX,0.011522634,0.004938272,0.983539095,1215
BOER,CAHE,CATH,PEEX,0.009876543,0.007407407,0.982716049,1215
CACA,CAHE,CATH,PEEX,0.264197531,0.296296296,0.439506173,1215
BOER,CAIR,CATH,PEEX,0.006584362,0.004938272,0.988477366,1215
CACA,CAIR,CATH,PEEX,0.268312757,0.282304527,0.449382716,1215
CAHE,CAIR,CATH,PEEX,0.334156379,0.347325103,0.318518519,1215
BOER,CAOV,CATH,PEEX,0.011522634,0.002469136,0.98600823,1215
CACA,CAOV,CATH,PEEX,0.265843621,0.274074074,0.460082305,1215
CAHE,CAOV,CATH,PEEX,0.339917695,0.320164609,0.339917695,1215
CAIR,CAOV,CATH,PEEX,0.341563786,0.319341564,0.33909465,1215
BOER,CAPY,CATH,PEEX,0.023868313,0.023045267,0.95308642,1215
CACA,CAPY,CATH,PEEX,0.027160494,0.930864198,0.041975309,1215
CAHE,CAPY,CATH,PEEX,0.036213992,0.929218107,0.034567901,1215
CAIR,CAPY,CATH,PEEX,0.041975309,0.930864198,0.027160494,1215
CAOV,CAPY,CATH,PEEX,0.043621399,0.926748971,0.02962963,1215
BOER,CASE,CATH,PEEX,0.009876543,0.008230453,0.981893004,1215
CACA,CASE,CATH,PEEX,0.319341564,0.30781893,0.372839506,1215
CAHE,CASE,CATH,PEEX,0.334156379,0.396707819,0.269135802,1215
CAIR,CASE,CATH,PEEX,0.313580247,0.405761317,0.280658436,1215
CAOV,CASE,CATH,PEEX,0.317695473,0.407407407,0.274897119,1215
CAPY,CASE,CATH,PEEX,0.051028807,0.028806584,0.920164609,1215
BOER,CACA,FABR,PEEX,0.083127572,0.093004115,0.823868313,1215
BOER,CAHE,FABR,PEEX,0.083950617,0.095473251,0.820576132,1215
CACA,CAHE,FABR,PEEX,0.976954733,0.009876543,0.013168724,1215
BOER,CAIR,FABR,PEEX,0.083950617,0.094650206,0.821399177,1215
CACA,CAIR,FABR,PEEX,0.981893004,0.009053498,0.009053498,1215
CAHE,CAIR,FABR,PEEX,0.981069959,0.012345679,0.006584362,1215
BOER,CAOV,FABR,PEEX,0.083950617,0.093004115,0.823045267,1215
CACA,CAOV,FABR,PEEX,0.981069959,0.007407407,0.011522634,1215
CAHE,CAOV,FABR,PEEX,0.980246914,0.009053498,0.010699588,1215
CAIR,CAOV,FABR,PEEX,0.98600823,0.004938272,0.009053498,1215
BOER,CAPY,FABR,PEEX,0.088065844,0.091358025,0.820576132,1215
CACA,CAPY,FABR,PEEX,0.903703704,0.038683128,0.057613169,1215
CAHE,CAPY,FABR,PEEX,0.897119342,0.042798354,0.060082305,1215
CAIR,CAPY,FABR,PEEX,0.901234568,0.039506173,0.059259259,1215
CAOV,CAPY,FABR,PEEX,0.901234568,0.041152263,0.057613169,1215
BOER,CASE,FABR,PEEX,0.082304527,0.09382716,0.823868313,1215
CACA,CASE,FABR,PEEX,0.976131687,0.006584362,0.017283951,1215
CAHE,CASE,FABR,PEEX,0.978600823,0.008230453,0.013168724,1215
CAIR,CASE,FABR,PEEX,0.979423868,0.004938272,0.01563786,1215
CAOV,CASE,FABR,PEEX,0.98600823,0.004938272,0.009053498,1215
CAPY,CASE,FABR,PEEX,0.898765432,0.058436214,0.042798354,1215
BOER,CATH,FABR,PEEX,0.083950617,0.096296296,0.819753086,1215
CACA,CATH,FABR,PEEX,0.981893004,0.009053498,0.009053498,1215
CAHE,CATH,FABR,PEEX,0.982716049,0.011522634,0.005761317,1215
CAIR,CATH,FABR,PEEX,0.982716049,0.009876543,0.007407407,1215
CAOV,CATH,FABR,PEEX,0.981893004,0.011522634,0.006584362,1215
CAPY,CATH,FABR,PEEX,0.899588477,0.060082305,0.040329218,1215
CASE,CATH,FABR,PEEX,0.977777778,0.016460905,0.005761317,1215
BOER,CACA,FAPA,PEEX,0.081481481,0.098765432,0.819753086,1215
BOER,CAHE,FAPA,PEEX,0.082304527,0.102057613,0.81563786,1215
CACA,CAHE,FAPA,PEEX,0.977777778,0.009053498,0.013168724,1215
BOER,CAIR,FAPA,PEEX,0.081481481,0.100411523,0.818106996,1215
CACA,CAIR,FAPA,PEEX,0.983539095,0.009053498,0.007407407,1215
CAHE,CAIR,FAPA,PEEX,0.981893004,0.011522634,0.006584362,1215
BOER,CAOV,FAPA,PEEX,0.081481481,0.098765432,0.819753086,1215
CACA,CAOV,FAPA,PEEX,0.981893004,0.007407407,0.010699588,1215
CAHE,CAOV,FAPA,PEEX,0.98436214,0.008230453,0.007407407,1215
CAIR,CAOV,FAPA,PEEX,0.986831276,0.004938272,0.008230453,1215
BOER,CAPY,FAPA,PEEX,0.088065844,0.094650206,0.817283951,1215
CACA,CAPY,FAPA,PEEX,0.898765432,0.037860082,0.063374486,1215
CAHE,CAPY,FAPA,PEEX,0.89382716,0.041975309,0.064197531,1215
CAIR,CAPY,FAPA,PEEX,0.897119342,0.038683128,0.064197531,1215
CAOV,CAPY,FAPA,PEEX,0.896296296,0.041152263,0.06255144,1215
BOER,CASE,FAPA,PEEX,0.080658436,0.099588477,0.819753086,1215
CACA,CASE,FAPA,PEEX,0.980246914,0.005761317,0.01399177,1215
CAHE,CASE,FAPA,PEEX,0.981893004,0.007407407,0.010699588,1215
CAIR,CASE,FAPA,PEEX,0.981069959,0.005761317,0.013168724,1215
CAOV,CASE,FAPA,PEEX,0.985185185,0.006584362,0.008230453,1215
CAPY,CASE,FAPA,PEEX,0.894650206,0.063374486,0.041975309,1215
BOER,CATH,FAPA,PEEX,0.081481481,0.102057613,0.816460905,1215
CACA,CATH,FAPA,PEEX,0.982716049,0.008230453,0.009053498,1215
CAHE,CATH,FAPA,PEEX,0.981893004,0.011522634,0.006584362,1215
CAIR,CATH,FAPA,PEEX,0.98600823,0.006584362,0.007407407,1215
CAOV,CATH,FAPA,PEEX,0.983539095,0.010699588,0.005761317,1215
CAPY,CATH,FAPA,PEEX,0.896296296,0.065020576,0.038683128,1215
CASE,CATH,FAPA,PEEX,0.981893004,0.012345679,0.005761317,1215
BOER,FABR,FAPA,PEEX,0.023045267,0.025514403,0.951440329,1215
CACA,FABR,FAPA,PEEX,0.09218107,0.084773663,0.823045267,1215
CAHE,FABR,FAPA,PEEX,0.093004115,0.085596708,0.821399177,1215
CAIR,FABR,FAPA,PEEX,0.09218107,0.083950617,0.823868313,1215
CAOV,FABR,FAPA,PEEX,0.093004115,0.085596708,0.821399177,1215
CAPY,FABR,FAPA,PEEX,0.096296296,0.086419753,0.817283951,1215
CASE,FABR,FAPA,PEEX,0.09218107,0.085596708,0.822222222,1215
CATH,FABR,FAPA,PEEX,0.091358025,0.084773663,0.823868313,1215
BOER,CACA,FDEN,PEEX,0.084773663,0.09382716,0.821399177,1215
BOER,CAHE,FDEN,PEEX,0.085596708,0.097119342,0.817283951,1215
CACA,CAHE,FDEN,PEEX,0.979423868,0.010699588,0.009876543,1215
BOER,CAIR,FDEN,PEEX,0.084773663,0.095473251,0.819753086,1215
CACA,CAIR,FDEN,PEEX,0.98600823,0.008230453,0.005761317,1215
CAHE,CAIR,FDEN,PEEX,0.985185185,0.008230453,0.006584362,1215
BOER,CAOV,FDEN,PEEX,0.084773663,0.09382716,0.821399177,1215
CACA,CAOV,FDEN,PEEX,0.98436214,0.007407407,0.008230453,1215
CAHE,CAOV,FDEN,PEEX,0.985185185,0.007407407,0.007407407,1215
CAIR,CAOV,FDEN,PEEX,0.990946502,0.003292181,0.005761317,1215
BOER,CAPY,FDEN,PEEX,0.091358025,0.09218107,0.816460905,1215
CACA,CAPY,FDEN,PEEX,0.90617284,0.040329218,0.053497942,1215
CAHE,CAPY,FDEN,PEEX,0.902057613,0.041975309,0.055967078,1215
CAIR,CAPY,FDEN,PEEX,0.904526749,0.041152263,0.054320988,1215
CAOV,CAPY,FDEN,PEEX,0.904526749,0.042798354,0.052674897,1215
BOER,CASE,FDEN,PEEX,0.083950617,0.095473251,0.820576132,1215
CACA,CASE,FDEN,PEEX,0.981069959,0.007407407,0.011522634,1215
CAHE,CASE,FDEN,PEEX,0.98600823,0.005761317,0.008230453,1215
CAIR,CASE,FDEN,PEEX,0.98436214,0.004938272,0.010699588,1215
CAOV,CASE,FDEN,PEEX,0.988477366,0.004938272,0.006584362,1215
CAPY,CASE,FDEN,PEEX,0.903703704,0.054320988,0.041975309,1215
BOER,CATH,FDEN,PEEX,0.084773663,0.097119342,0.818106996,1215
CACA,CATH,FDEN,PEEX,0.985185185,0.008230453,0.006584362,1215
CAHE,CATH,FDEN,PEEX,0.986831276,0.008230453,0.004938272,1215
CAIR,CATH,FDEN,PEEX,0.987654321,0.006584362,0.005761317,1215
CAOV,CATH,FDEN,PEEX,0.986831276,0.008230453,0.004938272,1215
CAPY,CATH,FDEN,PEEX,0.902880658,0.056790123,0.040329218,1215
CASE,CATH,FDEN,PEEX,0.983539095,0.010699588,0.005761317,1215
BOER,FABR,FDEN,PEEX,0.027160494,0.024691358,0.948148148,1215
CACA,FABR,FDEN,PEEX,0.102880658,0.084773663,0.812345679,1215
CAHE,FABR,FDEN,PEEX,0.104526749,0.084773663,0.810699588,1215
CAIR,FABR,FDEN,PEEX,0.102880658,0.085596708,0.811522634,1215
CAOV,FABR,FDEN,PEEX,0.102880658,0.086419753,0.810699588,1215
CAPY,FABR,FDEN,PEEX,0.10617284,0.086419753,0.807407407,1215
CASE,FABR,FDEN,PEEX,0.104526749,0.083127572,0.812345679,1215
CATH,FABR,FDEN,PEEX,0.101234568,0.084773663,0.81399177,1215
BOER,FAPA,FDEN,PEEX,0.018106996,0.019753086,0.962139918,1215
CACA,FAPA,FDEN,PEEX,0.065843621,0.066666667,0.867489712,1215
CAHE,FAPA,FDEN,PEEX,0.067489712,0.067489712,0.865020576,1215
CAIR,FAPA,FDEN,PEEX,0.065020576,0.068312757,0.866666667,1215
CAOV,FAPA,FDEN,PEEX,0.066666667,0.069135802,0.864197531,1215
CAPY,FAPA,FDEN,PEEX,0.069135802,0.069958848,0.86090535,1215
CASE,FAPA,FDEN,PEEX,0.068312757,0.066666667,0.865020576,1215
CATH,FAPA,FDEN,PEEX,0.066666667,0.066666667,0.866666667,1215
FABR,FAPA,FDEN,PEEX,0.267489712,0.24691358,0.485596708,1215
BOER,CACA,PAXI,PEEX,0.981069959,0.012345679,0.006584362,1215
BOER,CAHE,PAXI,PEEX,0.979423868,0.012345679,0.008230453,1215
CACA,CAHE,PAXI,PEEX,0.995884774,0.001646091,0.002469136,1215
BOER,CAIR,PAXI,PEEX,0.981069959,0.012345679,0.006584362,1215
CACA,CAIR,PAXI,PEEX,0.997530864,0.002469136,0,1215
CAHE,CAIR,PAXI,PEEX,0.995884774,0.004115226,0,1215
BOER,CAOV,PAXI,PEEX,0.980246914,0.012345679,0.007407407,1215
CACA,CAOV,PAXI,PEEX,0.996707819,0.000823045,0.002469136,1215
CAHE,CAOV,PAXI,PEEX,0.995061728,0.002469136,0.002469136,1215
CAIR,CAOV,PAXI,PEEX,0.997530864,0,0.002469136,1215
BOER,CAPY,PAXI,PEEX,0.981069959,0.012345679,0.006584362,1215
CACA,CAPY,PAXI,PEEX,0.995884774,0,0.004115226,1215
CAHE,CAPY,PAXI,PEEX,0.994238683,0.001646091,0.004115226,1215
CAIR,CAPY,PAXI,PEEX,0.995884774,0,0.004115226,1215
CAOV,CAPY,PAXI,PEEX,0.995061728,0.000823045,0.004115226,1215
BOER,CASE,PAXI,PEEX,0.979423868,0.012345679,0.008230453,1215
CACA,CASE,PAXI,PEEX,0.995884774,0.000823045,0.003292181,1215
CAHE,CASE,PAXI,PEEX,0.995884774,0.002469136,0.001646091,1215
CAIR,CASE,PAXI,PEEX,0.995884774,0,0.004115226,1215
CAOV,CASE,PAXI,PEEX,0.996707819,0.001646091,0.001646091,1215
CAPY,CASE,PAXI,PEEX,0.994238683,0.004115226,0.001646091,1215
BOER,CATH,PAXI,PEEX,0.980246914,0.013168724,0.006584362,1215
CACA,CATH,PAXI,PEEX,0.996707819,0.002469136,0.000823045,1215
CAHE,CATH,PAXI,PEEX,0.995884774,0.003292181,0.000823045,1215
CAIR,CATH,PAXI,PEEX,0.997530864,0.000823045,0.001646091,1215
CAOV,CATH,PAXI,PEEX,0.996707819,0.003292181,0,1215
CAPY,CATH,PAXI,PEEX,0.995061728,0.004938272,0,1215
CASE,CATH,PAXI,PEEX,0.995061728,0.003292181,0.001646091,1215
BOER,FABR,PAXI,PEEX,0.977777778,0.01563786,0.006584362,1215
CACA,FABR,PAXI,PEEX,0.990946502,0.004115226,0.004938272,1215
CAHE,FABR,PAXI,PEEX,0.990946502,0.004938272,0.004115226,1215
CAIR,FABR,PAXI,PEEX,0.990946502,0.004115226,0.004938272,1215
CAOV,FABR,PAXI,PEEX,0.990123457,0.004938272,0.004938272,1215
CAPY,FABR,PAXI,PEEX,0.992592593,0.004115226,0.003292181,1215
CASE,FABR,PAXI,PEEX,0.990946502,0.004938272,0.004115226,1215
CATH,FABR,PAXI,PEEX,0.990123457,0.004115226,0.005761317,1215
BOER,FAPA,PAXI,PEEX,0.981069959,0.013168724,0.005761317,1215
CACA,FAPA,PAXI,PEEX,0.994238683,0.001646091,0.004115226,1215
CAHE,FAPA,PAXI,PEEX,0.992592593,0.003292181,0.004115226,1215
CAIR,FAPA,PAXI,PEEX,0.994238683,0.001646091,0.004115226,1215
CAOV,FAPA,PAXI,PEEX,0.993415638,0.002469136,0.004115226,1215
CAPY,FAPA,PAXI,PEEX,0.995884774,0.001646091,0.002469136,1215
CASE,FAPA,PAXI,PEEX,0.992592593,0.003292181,0.004115226,1215
CATH,FAPA,PAXI,PEEX,0.993415638,0.001646091,0.004938272,1215
FABR,FAPA,PAXI,PEEX,0.995061728,0.000823045,0.004115226,1215
BOER,FDEN,PAXI,PEEX,0.980246914,0.012345679,0.007407407,1215
CACA,FDEN,PAXI,PEEX,0.994238683,0.000823045,0.004938272,1215
CAHE,FDEN,PAXI,PEEX,0.992592593,0.002469136,0.004938272,1215
CAIR,FDEN,PAXI,PEEX,0.994238683,0.000823045,0.004938272,1215
CAOV,FDEN,PAXI,PEEX,0.993415638,0.001646091,0.004938272,1215
CAPY,FDEN,PAXI,PEEX,0.995061728,0.001646091,0.003292181,1215
CASE,FDEN,PAXI,PEEX,0.992592593,0.002469136,0.004938272,1215
CATH,FDEN,PAXI,PEEX,0.993415638,0.000823045,0.005761317,1215
FABR,FDEN,PAXI,PEEX,0.993415638,0.001646091,0.004938272,1215
FAPA,FDEN,PAXI,PEEX,0.996707819,0.000823045,0.002469136,1215
BOER,CACA,PBON,PEEX,0.902880658,0.053497942,0.043621399,1215
BOER,CAHE,PBON,PEEX,0.899588477,0.055144033,0.04526749,1215
CACA,CAHE,PBON,PEEX,0.993415638,0.004115226,0.002469136,1215
BOER,CAIR,PBON,PEEX,0.902880658,0.053497942,0.043621399,1215
CACA,CAIR,PBON,PEEX,0.995061728,0.003292181,0.001646091,1215
CAHE,CAIR,PBON,PEEX,0.994238683,0.004115226,0.001646091,1215
BOER,CAOV,PBON,PEEX,0.902880658,0.054320988,0.042798354,1215
CACA,CAOV,PBON,PEEX,0.994238683,0.003292181,0.002469136,1215
CAHE,CAOV,PBON,PEEX,0.990946502,0.005761317,0.003292181,1215
CAIR,CAOV,PBON,PEEX,0.995061728,0.002469136,0.002469136,1215
BOER,CAPY,PBON,PEEX,0.902880658,0.054320988,0.042798354,1215
CACA,CAPY,PBON,PEEX,0.990946502,0.004938272,0.004115226,1215
CAHE,CAPY,PBON,PEEX,0.987654321,0.006584362,0.005761317,1215
CAIR,CAPY,PBON,PEEX,0.990946502,0.004938272,0.004115226,1215
CAOV,CAPY,PBON,PEEX,0.990946502,0.004115226,0.004938272,1215
BOER,CASE,PBON,PEEX,0.901234568,0.054320988,0.044444444,1215
CACA,CASE,PBON,PEEX,0.993415638,0.002469136,0.004115226,1215
CAHE,CASE,PBON,PEEX,0.991769547,0.003292181,0.004938272,1215
CAIR,CASE,PBON,PEEX,0.993415638,0.001646091,0.004938272,1215
CAOV,CASE,PBON,PEEX,0.994238683,0.001646091,0.004115226,1215
CAPY,CASE,PBON,PEEX,0.989300412,0.004938272,0.005761317,1215
BOER,CATH,PBON,PEEX,0.901234568,0.054320988,0.044444444,1215
CACA,CATH,PBON,PEEX,0.994238683,0.003292181,0.002469136,1215
CAHE,CATH,PBON,PEEX,0.992592593,0.003292181,0.004115226,1215
