t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
CAPY,PEEX,PEPA,PINT,0.016460905,0.972016461,0.011522634,1215
CASE,PEEX,PEPA,PINT,0.016460905,0.972839506,0.010699588,1215
CATH,PEEX,PEPA,PINT,0.016460905,0.972016461,0.011522634,1215
FABR,PEEX,PEPA,PINT,0.010699588,0.98436214,0.004938272,1215
FAPA,PEEX,PEPA,PINT,0.009053498,0.986831276,0.004115226,1215
FDEN,PEEX,PEPA,PINT,0.011522634,0.98436214,0.004115226,1215
PAXI,PEEX,PEPA,PINT,0.910288066,0.055967078,0.033744856,1215
PBON,PEEX,PEPA,PINT,0.176954733,0.188477366,0.634567901,1215
PCOR,PEEX,PEPA,PINT,0.247736626,0.180246914,0.572016461,1215
BOER,CACA,PESE,PINT,0.902057613,0.04691358,0.051028807,1215
BOER,CAHE,PESE,PINT,0.898765432,0.049382716,0.051851852,1215
CACA,CAHE,PESE,PINT,0.991769547,0.006584362,0.001646091,1215
BOER,CAIR,PESE,PINT,0.902057613,0.04691358,0.051028807,1215
CACA,CAIR,PESE,PINT,0.993415638,0.005761317,0.000823045,1215
CAHE,CAIR,PESE,PINT,0.991769547,0.003292181,0.004938272,1215
BOER,CAOV,PESE,PINT,0.902057613,0.046090535,0.051851852,1215
CACA,CAOV,PESE,PINT,0.994238683,0.001646091,0.004115226,1215
CAHE,CAOV,PESE,PINT,0.990123457,0.001646091,0.008230453,1215
CAIR,CAOV,PESE,PINT,0.993415638,0.000823045,0.005761317,1215
BOER,CAPY,PESE,PINT,0.901234568,0.046090535,0.052674897,1215
CACA,CAPY,PESE,PINT,0.989300412,0.003292181,0.007407407,1215
CAHE,CAPY,PESE,PINT,0.98600823,0.004115226,0.009876543,1215
CAIR,CAPY,PESE,PINT,0.989300412,0.003292181,0.007407407,1215
CAOV,CAPY,PESE,PINT,0.989300412,0.004115226,0.006584362,1215
BOER,CASE,PESE,PINT,0.900411523,0.047736626,0.051851852,1215
CACA,CASE,PESE,PINT,0.991769547,0.003292181,0.004938272,1215
CAHE,CASE,PESE,PINT,0.990123457,0.002469136,0.007407407,1215
CAIR,CASE,PESE,PINT,0.991769547,0.002469136,0.005761317,1215
CAOV,CASE,PESE,PINT,0.993415638,0.004115226,0.002469136,1215
CAPY,CASE,PESE,PINT,0.987654321,0.008230453,0.004115226,1215
BOER,CATH,PESE,PINT,0.900411523,0.047736626,0.051851852,1215
CACA,CATH,PESE,PINT,0.994238683,0.004115226,0.001646091,1215
CAHE,CATH,PESE,PINT,0.991769547,0.001646091,0.006584362,1215
CAIR,CATH,PESE,PINT,0.993415638,0.001646091,0.004938272,1215
CAOV,CATH,PESE,PINT,0.991769547,0.006584362,0.001646091,1215
CAPY,CATH,PESE,PINT,0.986831276,0.009053498,0.004115226,1215
CASE,CATH,PESE,PINT,0.990123457,0.005761317,0.004115226,1215
BOER,FABR,PESE,PINT,0.900411523,0.048559671,0.051028807,1215
CACA,FABR,PESE,PINT,0.974485597,0.013168724,0.012345679,1215
CAHE,FABR,PESE,PINT,0.972016461,0.013168724,0.014814815,1215
CAIR,FABR,PESE,PINT,0.974485597,0.013168724,0.012345679,1215
CAOV,FABR,PESE,PINT,0.974485597,0.01399177,0.011522634,1215
CAPY,FABR,PESE,PINT,0.974485597,0.01399177,0.011522634,1215
CASE,FABR,PESE,PINT,0.973662551,0.013168724,0.013168724,1215
CATH,FABR,PESE,PINT,0.972839506,0.013168724,0.01399177,1215
BOER,FAPA,PESE,PINT,0.903703704,0.046090535,0.050205761,1215
CACA,FAPA,PESE,PINT,0.979423868,0.009876543,0.010699588,1215
CAHE,FAPA,PESE,PINT,0.976131687,0.010699588,0.013168724,1215
CAIR,FAPA,PESE,PINT,0.979423868,0.009876543,0.010699588,1215
CAOV,FAPA,PESE,PINT,0.979423868,0.010699588,0.009876543,1215
CAPY,FAPA,PESE,PINT,0.978600823,0.010699588,0.010699588,1215
CASE,FAPA,PESE,PINT,0.979423868,0.009876543,0.010699588,1215
CATH,FAPA,PESE,PINT,0.976954733,0.010699588,0.012345679,1215
FABR,FAPA,PESE,PINT,0.989300412,0.002469136,0.008230453,1215
BOER,FDEN,PESE,PINT,0.901234568,0.048559671,0.050205761,1215
CACA,FDEN,PESE,PINT,0.977777778,0.010699588,0.011522634,1215
CAHE,FDEN,PESE,PINT,0.974485597,0.011522634,0.01399177,1215
CAIR,FDEN,PESE,PINT,0.977777778,0.010699588,0.011522634,1215
CAOV,FDEN,PESE,PINT,0.977777778,0.011522634,0.010699588,1215
CAPY,FDEN,PESE,PINT,0.976131687,0.012345679,0.011522634,1215
CASE,FDEN,PESE,PINT,0.976131687,0.011522634,0.012345679,1215
CATH,FDEN,PESE,PINT,0.975308642,0.011522634,0.013168724,1215
FABR,FDEN,PESE,PINT,0.986831276,0.004938272,0.008230453,1215
FAPA,FDEN,PESE,PINT,0.990946502,0.004938272,0.004115226,1215
BOER,PAXI,PESE,PINT,0.06255144,0.037860082,0.899588477,1215
CACA,PAXI,PESE,PINT,0.057613169,0.034567901,0.90781893,1215
CAHE,PAXI,PESE,PINT,0.057613169,0.034567901,0.90781893,1215
CAIR,PAXI,PESE,PINT,0.058436214,0.034567901,0.906995885,1215
CAOV,PAXI,PESE,PINT,0.059259259,0.034567901,0.90617284,1215
CAPY,PAXI,PESE,PINT,0.058436214,0.034567901,0.906995885,1215
CASE,PAXI,PESE,PINT,0.058436214,0.034567901,0.906995885,1215
CATH,PAXI,PESE,PINT,0.057613169,0.035390947,0.906995885,1215
FABR,PAXI,PESE,PINT,0.058436214,0.034567901,0.906995885,1215
FAPA,PAXI,PESE,PINT,0.059259259,0.035390947,0.905349794,1215
FDEN,PAXI,PESE,PINT,0.059259259,0.035390947,0.905349794,1215
BOER,PBON,PESE,PINT,0.190123457,0.632098765,0.177777778,1215
CACA,PBON,PESE,PINT,0.18436214,0.639506173,0.176131687,1215
CAHE,PBON,PESE,PINT,0.182716049,0.639506173,0.177777778,1215
CAIR,PBON,PESE,PINT,0.185185185,0.638683128,0.176131687,1215
CAOV,PBON,PESE,PINT,0.18436214,0.639506173,0.176131687,1215
CAPY,PBON,PESE,PINT,0.183539095,0.640329218,0.176131687,1215
CASE,PBON,PESE,PINT,0.183539095,0.638683128,0.177777778,1215
CATH,PBON,PESE,PINT,0.185185185,0.637860082,0.176954733,1215
FABR,PBON,PESE,PINT,0.18436214,0.638683128,0.176954733,1215
FAPA,PBON,PESE,PINT,0.185185185,0.638683128,0.176131687,1215
FDEN,PBON,PESE,PINT,0.185185185,0.639506173,0.175308642,1215
PAXI,PBON,PESE,PINT,0.036213992,0.930864198,0.032921811,1215
BOER,PCOR,PESE,PINT,0.181893004,0.576131687,0.241975309,1215
CACA,PCOR,PESE,PINT,0.178600823,0.582716049,0.238683128,1215
CAHE,PCOR,PESE,PINT,0.176131687,0.582716049,0.241152263,1215
CAIR,PCOR,PESE,PINT,0.177777778,0.582716049,0.239506173,1215
CAOV,PCOR,PESE,PINT,0.177777778,0.583539095,0.238683128,1215
CAPY,PCOR,PESE,PINT,0.176131687,0.58436214,0.239506173,1215
CASE,PCOR,PESE,PINT,0.176131687,0.583539095,0.240329218,1215
CATH,PCOR,PESE,PINT,0.178600823,0.581069959,0.240329218,1215
FABR,PCOR,PESE,PINT,0.176954733,0.582716049,0.240329218,1215
FAPA,PCOR,PESE,PINT,0.176954733,0.583539095,0.239506173,1215
FDEN,PCOR,PESE,PINT,0.177777778,0.583539095,0.238683128,1215
PAXI,PCOR,PESE,PINT,0.048559671,0.911934156,0.039506173,1215
PBON,PCOR,PESE,PINT,0.304526749,0.279012346,0.416460905,1215
BOER,PEEX,PESE,PINT,0.050205761,0.046090535,0.903703704,1215
CACA,PEEX,PESE,PINT,0.044444444,0.04526749,0.910288066,1215
CAHE,PEEX,PESE,PINT,0.043621399,0.04526749,0.911111111,1215
CAIR,PEEX,PESE,PINT,0.04526749,0.04526749,0.909465021,1215
CAOV,PEEX,PESE,PINT,0.04526749,0.04526749,0.909465021,1215
CAPY,PEEX,PESE,PINT,0.044444444,0.046090535,0.909465021,1215
CASE,PEEX,PESE,PINT,0.044444444,0.04526749,0.910288066,1215
CATH,PEEX,PESE,PINT,0.04526749,0.04526749,0.909465021,1215
FABR,PEEX,PESE,PINT,0.04526749,0.046090535,0.908641975,1215
FAPA,PEEX,PESE,PINT,0.04526749,0.04691358,0.90781893,1215
FDEN,PEEX,PESE,PINT,0.046090535,0.04691358,0.906995885,1215
PAXI,PEEX,PESE,PINT,0.267489712,0.281481481,0.451028807,1215
PBON,PEEX,PESE,PINT,0.035390947,0.03127572,0.933333333,1215
PCOR,PEEX,PESE,PINT,0.047736626,0.032921811,0.919341564,1215
BOER,PEPA,PESE,PINT,0.900411523,0.050205761,0.049382716,1215
CACA,PEPA,PESE,PINT,0.976131687,0.013168724,0.010699588,1215
CAHE,PEPA,PESE,PINT,0.972839506,0.01399177,0.013168724,1215
CAIR,PEPA,PESE,PINT,0.976131687,0.013168724,0.010699588,1215
CAOV,PEPA,PESE,PINT,0.976131687,0.01399177,0.009876543,1215
CAPY,PEPA,PESE,PINT,0.973662551,0.014814815,0.011522634,1215
CASE,PEPA,PESE,PINT,0.974485597,0.01399177,0.011522634,1215
CATH,PEPA,PESE,PINT,0.973662551,0.01399177,0.012345679,1215
FABR,PEPA,PESE,PINT,0.98436214,0.008230453,0.007407407,1215
FAPA,PEPA,PESE,PINT,0.987654321,0.008230453,0.004115226,1215
FDEN,PEPA,PESE,PINT,0.983539095,0.009876543,0.006584362,1215
PAXI,PEPA,PESE,PINT,0.058436214,0.905349794,0.036213992,1215
PBON,PEPA,PESE,PINT,0.185185185,0.176131687,0.638683128,1215
PCOR,PEPA,PESE,PINT,0.179423868,0.239506173,0.581069959,1215
PEEX,PEPA,PESE,PINT,0.043621399,0.909465021,0.04691358,1215
BOER,CACA,CAHE,PSCH,0.010699588,0.006584362,0.982716049,1215
BOER,CACA,CAIR,PSCH,0.009053498,0.008230453,0.982716049,1215
BOER,CAHE,CAIR,PSCH,0.007407407,0.010699588,0.981893004,1215
CACA,CAHE,CAIR,PSCH,0.279835391,0.272427984,0.447736626,1215
BOER,CACA,CAOV,PSCH,0.009053498,0.007407407,0.983539095,1215
BOER,CAHE,CAOV,PSCH,0.005761317,0.011522634,0.982716049,1215
CACA,CAHE,CAOV,PSCH,0.261728395,0.26255144,0.475720165,1215
BOER,CAIR,CAOV,PSCH,0.006584362,0.008230453,0.985185185,1215
CACA,CAIR,CAOV,PSCH,0.273251029,0.273251029,0.453497942,1215
CAHE,CAIR,CAOV,PSCH,0.30781893,0.363786008,0.328395062,1215
BOER,CACA,CAPY,PSCH,0.025514403,0.020576132,0.953909465,1215
BOER,CAHE,CAPY,PSCH,0.025514403,0.026337449,0.948148148,1215
CACA,CAHE,CAPY,PSCH,0.92345679,0.037037037,0.039506173,1215
BOER,CAIR,CAPY,PSCH,0.025514403,0.023045267,0.951440329,1215
CACA,CAIR,CAPY,PSCH,0.928395062,0.026337449,0.04526749,1215
CAHE,CAIR,CAPY,PSCH,0.925925926,0.02962963,0.044444444,1215
BOER,CAOV,CAPY,PSCH,0.025514403,0.022222222,0.952263374,1215
CACA,CAOV,CAPY,PSCH,0.922633745,0.025514403,0.051851852,1215
CAHE,CAOV,CAPY,PSCH,0.927572016,0.024691358,0.047736626,1215
CAIR,CAOV,CAPY,PSCH,0.930864198,0.036213992,0.032921811,1215
BOER,CACA,CASE,PSCH,0.011522634,0.005761317,0.982716049,1215
BOER,CAHE,CASE,PSCH,0.009053498,0.008230453,0.982716049,1215
CACA,CAHE,CASE,PSCH,0.279012346,0.30617284,0.414814815,1215
BOER,CAIR,CASE,PSCH,0.009876543,0.008230453,0.981893004,1215
CACA,CAIR,CASE,PSCH,0.291358025,0.316049383,0.392592593,1215
CAHE,CAIR,CASE,PSCH,0.375308642,0.328395062,0.296296296,1215
BOER,CAOV,CASE,PSCH,0.009876543,0.004115226,0.98600823,1215
CACA,CAOV,CASE,PSCH,0.275720165,0.32345679,0.400823045,1215
CAHE,CAOV,CASE,PSCH,0.408230453,0.304526749,0.287242798,1215
CAIR,CAOV,CASE,PSCH,0.403292181,0.288065844,0.308641975,1215
BOER,CAPY,CASE,PSCH,0.023045267,0.026337449,0.950617284,1215
CACA,CAPY,CASE,PSCH,0.030452675,0.914403292,0.055144033,1215
CAHE,CAPY,CASE,PSCH,0.026337449,0.924279835,0.049382716,1215
CAIR,CAPY,CASE,PSCH,0.037037037,0.918518519,0.044444444,1215
CAOV,CAPY,CASE,PSCH,0.028806584,0.933333333,0.037860082,1215
BOER,CACA,CATH,PSCH,0.011522634,0.006584362,0.981893004,1215
BOER,CAHE,CATH,PSCH,0.009876543,0.009876543,0.980246914,1215
CACA,CAHE,CATH,PSCH,0.263374486,0.296296296,0.440329218,1215
BOER,CAIR,CATH,PSCH,0.007407407,0.006584362,0.98600823,1215
CACA,CAIR,CATH,PSCH,0.269135802,0.281481481,0.449382716,1215
CAHE,CAIR,CATH,PSCH,0.334156379,0.346502058,0.319341564,1215
BOER,CAOV,CATH,PSCH,0.011522634,0.005761317,0.982716049,1215
CACA,CAOV,CATH,PSCH,0.265843621,0.274897119,0.459259259,1215
CAHE,CAOV,CATH,PSCH,0.339917695,0.320164609,0.339917695,1215
CAIR,CAOV,CATH,PSCH,0.341563786,0.320164609,0.338271605,1215
BOER,CAPY,CATH,PSCH,0.023045267,0.026337449,0.950617284,1215
CACA,CAPY,CATH,PSCH,0.026337449,0.932510288,0.041152263,1215
CAHE,CAPY,CATH,PSCH,0.034567901,0.930864198,0.034567901,1215
CAIR,CAPY,CATH,PSCH,0.041975309,0.931687243,0.026337449,1215
CAOV,CAPY,CATH,PSCH,0.041975309,0.927572016,0.030452675,1215
BOER,CASE,CATH,PSCH,0.009053498,0.010699588,0.980246914,1215
CACA,CASE,CATH,PSCH,0.318518519,0.310288066,0.371193416,1215
CAHE,CASE,CATH,PSCH,0.333333333,0.399176955,0.267489712,1215
CAIR,CASE,CATH,PSCH,0.313580247,0.407407407,0.279012346,1215
CAOV,CASE,CATH,PSCH,0.316872428,0.408230453,0.274897119,1215
CAPY,CASE,CATH,PSCH,0.049382716,0.028806584,0.9218107,1215
BOER,CACA,FABR,PSCH,0.087242798,0.094650206,0.818106996,1215
BOER,CAHE,FABR,PSCH,0.088065844,0.097942387,0.81399177,1215
CACA,CAHE,FABR,PSCH,0.976954733,0.010699588,0.012345679,1215
BOER,CAIR,FABR,PSCH,0.088065844,0.096296296,0.81563786,1215
CACA,CAIR,FABR,PSCH,0.981893004,0.008230453,0.009876543,1215
CAHE,CAIR,FABR,PSCH,0.979423868,0.010699588,0.009876543,1215
BOER,CAOV,FABR,PSCH,0.088065844,0.094650206,0.817283951,1215
CACA,CAOV,FABR,PSCH,0.980246914,0.008230453,0.011522634,1215
CAHE,CAOV,FABR,PSCH,0.980246914,0.007407407,0.012345679,1215
CAIR,CAOV,FABR,PSCH,0.98436214,0.006584362,0.009053498,1215
BOER,CAPY,FABR,PSCH,0.09218107,0.09382716,0.81399177,1215
CACA,CAPY,FABR,PSCH,0.902057613,0.040329218,0.057613169,1215
CAHE,CAPY,FABR,PSCH,0.895473251,0.042798354,0.061728395,1215
CAIR,CAPY,FABR,PSCH,0.899588477,0.041152263,0.059259259,1215
CAOV,CAPY,FABR,PSCH,0.899588477,0.041975309,0.058436214,1215
BOER,CASE,FABR,PSCH,0.086419753,0.096296296,0.817283951,1215
CACA,CASE,FABR,PSCH,0.976131687,0.009053498,0.014814815,1215
CAHE,CASE,FABR,PSCH,0.977777778,0.009876543,0.012345679,1215
CAIR,CASE,FABR,PSCH,0.979423868,0.007407407,0.013168724,1215
CAOV,CASE,FABR,PSCH,0.985185185,0.006584362,0.008230453,1215
CAPY,CASE,FABR,PSCH,0.897119342,0.059259259,0.043621399,1215
BOER,CATH,FABR,PSCH,0.088065844,0.097119342,0.814814815,1215
CACA,CATH,FABR,PSCH,0.982716049,0.008230453,0.009053498,1215
CAHE,CATH,FABR,PSCH,0.982716049,0.009876543,0.007407407,1215
CAIR,CATH,FABR,PSCH,0.982716049,0.009876543,0.007407407,1215
CAOV,CATH,FABR,PSCH,0.981069959,0.010699588,0.008230453,1215
CAPY,CATH,FABR,PSCH,0.898765432,0.059259259,0.041975309,1215
CASE,CATH,FABR,PSCH,0.978600823,0.01399177,0.007407407,1215
BOER,CACA,FAPA,PSCH,0.086419753,0.097942387,0.81563786,1215
BOER,CAHE,FAPA,PSCH,0.086419753,0.102057613,0.811522634,1215
CACA,CAHE,FAPA,PSCH,0.978600823,0.009053498,0.012345679,1215
BOER,CAIR,FAPA,PSCH,0.086419753,0.099588477,0.81399177,1215
CACA,CAIR,FAPA,PSCH,0.985185185,0.007407407,0.007407407,1215
CAHE,CAIR,FAPA,PSCH,0.982716049,0.009053498,0.008230453,1215
BOER,CAOV,FAPA,PSCH,0.085596708,0.098765432,0.81563786,1215
CACA,CAOV,FAPA,PSCH,0.983539095,0.007407407,0.009053498,1215
CAHE,CAOV,FAPA,PSCH,0.98600823,0.006584362,0.007407407,1215
CAIR,CAOV,FAPA,PSCH,0.987654321,0.005761317,0.006584362,1215
BOER,CAPY,FAPA,PSCH,0.09382716,0.094650206,0.811522634,1215
CACA,CAPY,FAPA,PSCH,0.901234568,0.037860082,0.06090535,1215
CAHE,CAPY,FAPA,PSCH,0.895473251,0.041152263,0.063374486,1215
CAIR,CAPY,FAPA,PSCH,0.899588477,0.038683128,0.061728395,1215
CAOV,CAPY,FAPA,PSCH,0.897942387,0.040329218,0.061728395,1215
BOER,CASE,FAPA,PSCH,0.085596708,0.098765432,0.81563786,1215
CACA,CASE,FAPA,PSCH,0.981893004,0.006584362,0.011522634,1215
CAHE,CASE,FAPA,PSCH,0.983539095,0.007407407,0.009053498,1215
CAIR,CASE,FAPA,PSCH,0.982716049,0.006584362,0.010699588,1215
CAOV,CASE,FAPA,PSCH,0.986831276,0.005761317,0.007407407,1215
CAPY,CASE,FAPA,PSCH,0.897119342,0.06090535,0.041975309,1215
BOER,CATH,FAPA,PSCH,0.087242798,0.100411523,0.812345679,1215
CACA,CATH,FAPA,PSCH,0.98436214,0.007407407,0.008230453,1215
CAHE,CATH,FAPA,PSCH,0.983539095,0.009876543,0.006584362,1215
CAIR,CATH,FAPA,PSCH,0.986831276,0.006584362,0.006584362,1215
CAOV,CATH,FAPA,PSCH,0.98436214,0.009053498,0.006584362,1215
CAPY,CATH,FAPA,PSCH,0.898765432,0.06255144,0.038683128,1215
CASE,CATH,FAPA,PSCH,0.983539095,0.010699588,0.005761317,1215
BOER,FABR,FAPA,PSCH,0.024691358,0.027160494,0.948148148,1215
CACA,FABR,FAPA,PSCH,0.09382716,0.084773663,0.821399177,1215
CAHE,FABR,FAPA,PSCH,0.093004115,0.085596708,0.821399177,1215
CAIR,FABR,FAPA,PSCH,0.09382716,0.083950617,0.822222222,1215
CAOV,FABR,FAPA,PSCH,0.09382716,0.085596708,0.820576132,1215
CAPY,FABR,FAPA,PSCH,0.098765432,0.085596708,0.81563786,1215
CASE,FABR,FAPA,PSCH,0.093004115,0.085596708,0.821399177,1215
CATH,FABR,FAPA,PSCH,0.093004115,0.085596708,0.821399177,1215
BOER,CACA,FDEN,PSCH,0.088888889,0.095473251,0.81563786,1215
BOER,CAHE,FDEN,PSCH,0.089711934,0.098765432,0.811522634,1215
CACA,CAHE,FDEN,PSCH,0.979423868,0.010699588,0.009876543,1215
BOER,CAIR,FDEN,PSCH,0.088888889,0.097119342,0.81399177,1215
CACA,CAIR,FDEN,PSCH,0.98600823,0.007407407,0.006584362,1215
CAHE,CAIR,FDEN,PSCH,0.983539095,0.007407407,0.009053498,1215
BOER,CAOV,FDEN,PSCH,0.088888889,0.095473251,0.81563786,1215
CACA,CAOV,FDEN,PSCH,0.983539095,0.008230453,0.008230453,1215
CAHE,CAOV,FDEN,PSCH,0.985185185,0.006584362,0.008230453,1215
CAIR,CAOV,FDEN,PSCH,0.989300412,0.004938272,0.005761317,1215
BOER,CAPY,FDEN,PSCH,0.095473251,0.09382716,0.810699588,1215
CACA,CAPY,FDEN,PSCH,0.904526749,0.041152263,0.054320988,1215
CAHE,CAPY,FDEN,PSCH,0.900411523,0.041975309,0.057613169,1215
CAIR,CAPY,FDEN,PSCH,0.902880658,0.041975309,0.055144033,1215
CAOV,CAPY,FDEN,PSCH,0.902880658,0.042798354,0.054320988,1215
BOER,CASE,FDEN,PSCH,0.088065844,0.097119342,0.814814815,1215
CACA,CASE,FDEN,PSCH,0.981069959,0.009053498,0.009876543,1215
CAHE,CASE,FDEN,PSCH,0.985185185,0.007407407,0.007407407,1215
CAIR,CASE,FDEN,PSCH,0.98436214,0.006584362,0.009053498,1215
CAOV,CASE,FDEN,PSCH,0.987654321,0.005761317,0.006584362,1215
CAPY,CASE,FDEN,PSCH,0.902057613,0.055144033,0.042798354,1215
BOER,CATH,FDEN,PSCH,0.089711934,0.097942387,0.812345679,1215
CACA,CATH,FDEN,PSCH,0.985185185,0.008230453,0.006584362,1215
CAHE,CATH,FDEN,PSCH,0.98600823,0.008230453,0.005761317,1215
CAIR,CATH,FDEN,PSCH,0.986831276,0.007407407,0.005761317,1215
CAOV,CATH,FDEN,PSCH,0.985185185,0.008230453,0.006584362,1215
CAPY,CATH,FDEN,PSCH,0.901234568,0.057613169,0.041152263,1215
CASE,CATH,FDEN,PSCH,0.983539095,0.009876543,0.006584362,1215
BOER,FABR,FDEN,PSCH,0.027160494,0.027160494,0.945679012,1215
CACA,FABR,FDEN,PSCH,0.101234568,0.085596708,0.813168724,1215
CAHE,FABR,FDEN,PSCH,0.102057613,0.085596708,0.812345679,1215
CAIR,FABR,FDEN,PSCH,0.101234568,0.086419753,0.812345679,1215
CAOV,FABR,FDEN,PSCH,0.101234568,0.087242798,0.811522634,1215
CAPY,FABR,FDEN,PSCH,0.104526749,0.088065844,0.807407407,1215
CASE,FABR,FDEN,PSCH,0.102057613,0.083950617,0.81399177,1215
CATH,FABR,FDEN,PSCH,0.099588477,0.086419753,0.81399177,1215
BOER,FAPA,FDEN,PSCH,0.018106996,0.022222222,0.959670782,1215
CACA,FAPA,FDEN,PSCH,0.064197531,0.069135802,0.866666667,1215
CAHE,FAPA,FDEN,PSCH,0.065843621,0.069135802,0.865020576,1215
CAIR,FAPA,FDEN,PSCH,0.063374486,0.070781893,0.865843621,1215
CAOV,FAPA,FDEN,PSCH,0.065020576,0.070781893,0.864197531,1215
CAPY,FAPA,FDEN,PSCH,0.066666667,0.074074074,0.859259259,1215
CASE,FAPA,FDEN,PSCH,0.066666667,0.069135802,0.864197531,1215
CATH,FAPA,FDEN,PSCH,0.065020576,0.069135802,0.865843621,1215
FABR,FAPA,FDEN,PSCH,0.264197531,0.248559671,0.487242798,1215
BOER,CACA,PAXI,PSCH,0.902057613,0.04691358,0.051028807,1215
BOER,CAHE,PAXI,PSCH,0.898765432,0.048559671,0.052674897,1215
CACA,CAHE,PAXI,PSCH,0.992592593,0.004115226,0.003292181,1215
BOER,CAIR,PAXI,PSCH,0.902057613,0.04691358,0.051028807,1215
CACA,CAIR,PAXI,PSCH,0.994238683,0.003292181,0.002469136,1215
CAHE,CAIR,PAXI,PSCH,0.992592593,0.003292181,0.004115226,1215
BOER,CAOV,PAXI,PSCH,0.902057613,0.046090535,0.051851852,1215
CACA,CAOV,PAXI,PSCH,0.993415638,0.002469136,0.004115226,1215
CAHE,CAOV,PAXI,PSCH,0.990946502,0.002469136,0.006584362,1215
CAIR,CAOV,PAXI,PSCH,0.993415638,0.002469136,0.004115226,1215
BOER,CAPY,PAXI,PSCH,0.901234568,0.04691358,0.051851852,1215
CACA,CAPY,PAXI,PSCH,0.990946502,0.003292181,0.005761317,1215
CAHE,CAPY,PAXI,PSCH,0.987654321,0.004115226,0.008230453,1215
CAIR,CAPY,PAXI,PSCH,0.990946502,0.003292181,0.005761317,1215
CAOV,CAPY,PAXI,PSCH,0.990946502,0.003292181,0.005761317,1215
BOER,CASE,PAXI,PSCH,0.900411523,0.047736626,0.051851852,1215
CACA,CASE,PAXI,PSCH,0.992592593,0.004938272,0.002469136,1215
CAHE,CASE,PAXI,PSCH,0.990123457,0.006584362,0.003292181,1215
CAIR,CASE,PAXI,PSCH,0.992592593,0.004115226,0.003292181,1215
CAOV,CASE,PAXI,PSCH,0.993415638,0.004938272,0.001646091,1215
CAPY,CASE,PAXI,PSCH,0.989300412,0.006584362,0.004115226,1215
BOER,CATH,PAXI,PSCH,0.900411523,0.047736626,0.051851852,1215
CACA,CATH,PAXI,PSCH,0.993415638,0.004115226,0.002469136,1215
CAHE,CATH,PAXI,PSCH,0.991769547,0.004115226,0.004115226,1215
CAIR,CATH,PAXI,PSCH,0.993415638,0.003292181,0.003292181,1215
CAOV,CATH,PAXI,PSCH,0.990946502,0.005761317,0.003292181,1215
CAPY,CATH,PAXI,PSCH,0.988477366,0.007407407,0.004115226,1215
CASE,CATH,PAXI,PSCH,0.990123457,0.004115226,0.005761317,1215
BOER,FABR,PAXI,PSCH,0.900411523,0.050205761,0.049382716,1215
CACA,FABR,PAXI,PSCH,0.976954733,0.010699588,0.012345679,1215
CAHE,FABR,PAXI,PSCH,0.974485597,0.011522634,0.01399177,1215
CAIR,FABR,PAXI,PSCH,0.976954733,0.010699588,0.012345679,1215
CAOV,FABR,PAXI,PSCH,0.976954733,0.011522634,0.011522634,1215
CAPY,FABR,PAXI,PSCH,0.976954733,0.011522634,0.011522634,1215
CASE,FABR,PAXI,PSCH,0.976131687,0.010699588,0.013168724,1215
CATH,FABR,PAXI,PSCH,0.975308642,0.010699588,0.01399177,1215
BOER,FAPA,PAXI,PSCH,0.902057613,0.048559671,0.049382716,1215
CACA,FAPA,PAXI,PSCH,0.980246914,0.009876543,0.009876543,1215
CAHE,FAPA,PAXI,PSCH,0.976954733,0.010699588,0.012345679,1215
CAIR,FAPA,PAXI,PSCH,0.980246914,0.009876543,0.009876543,1215
CAOV,FAPA,PAXI,PSCH,0.980246914,0.009876543,0.009876543,1215
CAPY,FAPA,PAXI,PSCH,0.979423868,0.011522634,0.009053498,1215
CASE,FAPA,PAXI,PSCH,0.980246914,0.009876543,0.009876543,1215
CATH,FAPA,PAXI,PSCH,0.977777778,0.010699588,0.011522634,1215
FABR,FAPA,PAXI,PSCH,0.990123457,0.003292181,0.006584362,1215
BOER,FDEN,PAXI,PSCH,0.899588477,0.049382716,0.051028807,1215
CACA,FDEN,PAXI,PSCH,0.976131687,0.009053498,0.014814815,1215
CAHE,FDEN,PAXI,PSCH,0.972839506,0.010699588,0.016460905,1215
CAIR,FDEN,PAXI,PSCH,0.976131687,0.009053498,0.014814815,1215
CAOV,FDEN,PAXI,PSCH,0.976131687,0.009876543,0.01399177,1215
CAPY,FDEN,PAXI,PSCH,0.976131687,0.010699588,0.013168724,1215
CASE,FDEN,PAXI,PSCH,0.974485597,0.009876543,0.01563786,1215
CATH,FDEN,PAXI,PSCH,0.973662551,0.009876543,0.016460905,1215
FABR,FDEN,PAXI,PSCH,0.986831276,0.003292181,0.009876543,1215
FAPA,FDEN,PAXI,PSCH,0.988477366,0.003292181,0.008230453,1215
BOER,CACA,PBON,PSCH,0.95473251,0.022222222,0.023045267,1215
BOER,CAHE,PBON,PSCH,0.95308642,0.023868313,0.023045267,1215
CACA,CAHE,PBON,PSCH,0.996707819,0.003292181,0,1215
BOER,CAIR,PBON,PSCH,0.953909465,0.023045267,0.023045267,1215
CACA,CAIR,PBON,PSCH,0.997530864,0.001646091,0.000823045,1215
CAHE,CAIR,PBON,PSCH,0.996707819,0.000823045,0.002469136,1215
BOER,CAOV,PBON,PSCH,0.95473251,0.022222222,0.023045267,1215
